,LAENGE_LAENGSTES_WORT,ID
13875,13,574251
13876,13,574251
13877,13,574251
13878,13,574251
13879,13,574251
13880,13,574251
13881,13,574251
13882,13,574251
13883,13,574251
13884,13,574251
13885,13,574251
13886,13,574251
13887,13,574251
13888,13,574251
13889,13,574251
13890,13,574251
13891,13,574251
13892,13,574251
13893,13,574251
13894,13,574251
13895,13,574251
13896,13,574251
13897,13,574251
13898,13,574251
13899,13,574251
13900,13,574251
13901,13,574251
13902,13,574251
13903,13,574251
13904,13,574251
13905,13,574251
13906,13,574251
13907,14,1208405
13908,14,1230734
13909,16,1377515
13910,11,1143801
13911,20,1725566
13912,20,1725566
13913,20,1725566
13914,20,1725566
13915,13,1727292
13916,13,354931
13917,13,354931
13918,13,354931
13919,10,24172
13920,10,24172
13921,10,24172
13922,10,24172
13923,20,526077
13924,12,12953
13925,12,12953
13926,11,57455
13927,11,57455
13928,11,57455
13929,11,57455
13930,11,57455
13931,11,57455
13932,11,57455
13933,11,57455
13934,11,57455
13935,11,57455
13936,11,57455
13937,11,57455
13938,11,57455
13939,11,57455
13940,11,57455
13941,11,57455
13942,11,57455
13943,11,57455
13944,11,57455
13945,11,57455
13946,11,57455
13947,11,57455
13948,20,1716973
13949,14,1645746
13950,14,1645746
13951,14,1645746
13952,14,1645746
13953,14,1645746
13954,14,1645746
13955,14,1645746
13956,14,1645746
13957,14,1645746
13958,14,1645746
13959,14,1645746
13960,14,1645746
13961,13,3561
13962,13,3561
13963,13,3561
13964,13,3561
13965,13,3561
13966,13,3561
13967,13,3561
13968,13,3561
13969,13,3561
13970,13,3561
13971,13,3561
13972,13,3561
13973,13,3561
13974,13,3561
13975,13,3561
13976,12,97963
13977,12,97963
13978,12,97963
13979,12,97963
13980,12,1189908
13981,19,477482
13982,19,477482
13983,16,1733413
13984,16,1733413
13985,16,1733413
13986,8,86031
13987,8,16302
13988,11,6126
13989,11,6126
13990,11,6126
13991,11,6126
13992,11,6126
13993,11,6126
13994,11,6126
13995,11,6126
13996,16,809
13997,16,809
13998,16,809
13999,16,809
14000,16,809
14001,16,809
14002,16,809
14003,16,809
14004,16,809
14005,16,809
14006,16,809
14007,16,809
14008,16,809
14009,16,809
14010,16,809
14011,16,809
14012,16,809
14013,16,809
14014,16,809
14015,16,809
14016,16,809
14017,16,809
14018,16,809
14019,16,809
14020,16,809
14021,16,809
