,ID,DATUM_VON,DATUM_BIS,DAUER,JAHR,MONAT
16331,6600,1994-01-17,1994-01-23,6,1994,1
16339,6600,1993-11-22,1993-11-28,6,1993,11
16335,6600,1994-01-03,1994-01-09,6,1994,1
16338,6600,1994-03-07,1994-03-13,6,1994,3
16319,6600,1993-10-25,1993-10-31,6,1993,10
16328,6600,1993-11-01,1993-11-07,6,1993,11
16307,6600,1994-02-21,1994-02-27,6,1994,2
16308,6600,1994-04-11,1994-04-17,6,1994,4
16309,6600,1994-03-21,1994-03-27,6,1994,3
16310,6600,1994-02-28,1994-03-06,6,1994,3
16311,6600,1993-12-20,1994-01-02,13,1994,1
16312,6600,1993-12-06,1993-12-12,6,1993,12
16313,6600,1993-10-04,1993-10-10,6,1993,10
16314,6600,1994-01-24,1994-01-30,6,1994,1
16315,6600,2015-09-18,2015-09-24,6,2015,9
16316,6600,1993-09-27,1993-10-03,6,1993,10
16317,6600,1993-11-15,1993-11-21,6,1993,11
16318,6600,1993-11-08,1993-11-14,6,1993,11
16340,6600,1994-04-25,1994-05-01,6,1994,5
16320,6600,1993-10-11,1993-10-17,6,1993,10
16321,6600,1994-02-07,1994-02-13,6,1994,2
16322,6600,2015-09-11,2015-09-17,6,2015,9
16323,6600,1994-01-31,1994-02-06,6,1994,2
16324,6600,1993-12-13,1993-12-19,6,1993,12
16325,6600,1993-11-29,1993-12-05,6,1993,12
16326,6600,1994-03-28,1994-04-03,6,1994,4
16327,6600,1994-02-14,1994-02-20,6,1994,2
16329,6600,2015-09-04,2015-09-10,6,2015,9
16341,6600,1994-04-04,1994-04-10,6,1994,4
16330,6600,1994-04-18,1994-04-24,6,1994,4
16369,6601,1994-01-17,1994-01-23,6,1994,1
16367,6601,1994-01-03,1994-01-09,6,1994,1
16366,6601,1994-01-24,1994-01-30,6,1994,1
16365,6601,1994-02-14,1994-02-20,6,1994,2
16364,6601,1994-03-07,1994-03-13,6,1994,3
16363,6601,1994-02-21,1994-02-27,6,1994,2
16362,6601,1993-12-20,1994-01-02,13,1994,1
16370,6601,1994-01-31,1994-02-06,6,1994,2
16371,6601,1994-01-10,1994-01-16,6,1994,1
16372,6601,1994-02-28,1994-03-06,6,1994,3
16368,6601,1994-02-07,1994-02-13,6,1994,2
15206,6650,1992-06-08,1992-06-14,6,1992,6
15205,6650,1992-06-15,1992-06-21,6,1992,6
15204,6650,1992-07-06,1992-07-12,6,1992,7
15199,6650,1992-08-03,1992-08-09,6,1992,8
15200,6650,1992-07-13,1992-07-19,6,1992,7
15207,6650,1992-05-18,1992-05-24,6,1992,5
15198,6650,1992-07-27,1992-08-02,6,1992,8
15202,6650,1992-06-22,1992-06-28,6,1992,6
15208,6650,1992-06-29,1992-07-05,6,1992,7
15201,6650,1992-07-20,1992-07-26,6,1992,7
15203,6650,1992-06-01,1992-06-07,6,1992,6
3911,6651,2001-01-15,2001-01-21,6,2001,1
1624,6652,1992-05-11,1992-05-17,6,1992,5
1623,6652,1992-08-17,1992-08-23,6,1992,8
1622,6652,1992-06-15,1992-06-21,6,1992,6
1621,6652,1992-07-20,1992-07-26,6,1992,7
1612,6652,1992-06-08,1992-06-14,6,1992,6
1620,6652,1992-08-03,1992-08-09,6,1992,8
1611,6652,1992-07-13,1992-07-19,6,1992,7
1618,6652,1992-05-25,1992-05-31,6,1992,5
1610,6652,1992-07-27,1992-08-02,6,1992,8
1613,6652,1992-05-18,1992-05-24,6,1992,5
1614,6652,1992-06-01,1992-06-07,6,1992,6
1615,6652,1992-07-06,1992-07-12,6,1992,7
1616,6652,1992-06-29,1992-07-05,6,1992,7
1617,6652,1992-06-22,1992-06-28,6,1992,6
1619,6652,1992-08-10,1992-08-16,6,1992,8
9743,6672,2001-02-26,2001-03-04,6,2001,3
9744,6672,2001-03-05,2001-03-11,6,2001,3
9745,6672,2001-03-26,2001-04-01,6,2001,4
9746,6672,2001-02-19,2001-02-25,6,2001,2
9747,6672,2001-03-19,2001-03-25,6,2001,3
9748,6672,2001-03-12,2001-03-18,6,2001,3
9122,6688,1982-05-03,1982-05-09,6,1982,5
6973,6811,1996-01-08,1996-01-14,6,1996,1
6971,6811,1995-11-13,1995-11-19,6,1995,11
6969,6811,1995-12-18,1995-12-24,6,1995,12
6968,6811,1996-01-15,1996-01-21,6,1996,1
6967,6811,1995-11-20,1995-11-26,6,1995,11
6974,6811,1995-12-25,1996-01-07,13,1996,1
6975,6811,1995-12-11,1995-12-17,6,1995,12
6976,6811,1995-11-06,1995-11-12,6,1995,11
6977,6811,1996-01-22,1996-01-28,6,1996,1
6966,6811,1995-11-27,1995-12-03,6,1995,12
6972,6811,1995-10-23,1995-10-29,6,1995,10
6970,6811,1995-12-04,1995-12-10,6,1995,12
11048,6819,2002-11-18,2002-11-24,6,2002,11
11057,6819,2002-10-07,2002-10-13,6,2002,10
11043,6819,2002-11-04,2002-11-10,6,2002,11
11047,6819,2002-11-11,2002-11-17,6,2002,11
11056,6819,2002-10-14,2002-10-20,6,2002,10
11046,6819,2002-09-09,2002-09-15,6,2002,9
11054,6819,2002-09-02,2002-09-08,6,2002,9
11049,6819,2002-09-23,2002-09-29,6,2002,9
11050,6819,2002-08-19,2002-08-25,6,2002,8
11044,6819,2002-09-16,2002-09-22,6,2002,9
11051,6819,2002-10-21,2002-10-27,6,2002,10
11052,6819,2002-08-26,2002-09-01,6,2002,9
11053,6819,2002-10-28,2002-11-03,6,2002,11
11055,6819,2002-09-30,2002-10-06,6,2002,10
11045,6819,2002-08-12,2002-08-18,6,2002,8
14430,6827,1989-02-06,1989-02-12,6,1989,2
14429,6827,1988-11-28,1988-12-04,6,1988,12
14432,6827,1988-11-14,1988-11-20,6,1988,11
14427,6827,1988-12-26,1989-01-08,13,1989,1
14426,6827,1989-01-09,1989-01-15,6,1989,1
14425,6827,1989-02-20,1989-02-26,6,1989,2
14424,6827,1989-01-16,1989-01-22,6,1989,1
14433,6827,1989-02-13,1989-02-19,6,1989,2
14434,6827,1988-12-19,1988-12-25,6,1988,12
14435,6827,1988-12-12,1988-12-18,6,1988,12
14436,6827,1988-11-21,1988-11-27,6,1988,11
14437,6827,1989-01-23,1989-01-29,6,1989,1
14438,6827,1989-01-30,1989-02-05,6,1989,2
14431,6827,1989-03-06,1989-03-12,6,1989,3
14428,6827,1989-02-27,1989-03-05,6,1989,3
14439,6827,1988-12-05,1988-12-11,6,1988,12
15337,6914,1982-05-10,1982-05-16,6,1982,5
15352,6914,1982-01-11,1982-01-17,6,1982,1
15351,6914,1982-01-18,1982-01-24,6,1982,1
15350,6914,1982-04-19,1982-04-25,6,1982,4
15349,6914,1981-12-14,1981-12-20,6,1981,12
15348,6914,1981-12-28,1982-01-03,6,1982,1
15347,6914,1982-03-15,1982-03-21,6,1982,3
15346,6914,1982-01-04,1982-01-10,6,1982,1
15332,6914,1982-03-22,1982-03-28,6,1982,3
15333,6914,1982-02-08,1982-02-14,6,1982,2
15353,6914,1982-03-01,1982-03-07,6,1982,3
15334,6914,1982-04-26,1982-05-02,6,1982,5
15336,6914,1982-02-01,1982-02-07,6,1982,2
15345,6914,1982-02-15,1982-02-21,6,1982,2
15344,6914,1982-03-29,1982-04-04,6,1982,4
15343,6914,1982-04-05,1982-04-11,6,1982,4
15342,6914,1981-12-21,1981-12-27,6,1981,12
15341,6914,1982-04-12,1982-04-18,6,1982,4
15340,6914,1982-05-03,1982-05-09,6,1982,5
15339,6914,1981-11-30,1981-12-06,6,1981,12
15338,6914,1982-03-08,1982-03-14,6,1982,3
15335,6914,1981-12-07,1981-12-13,6,1981,12
15355,6914,1982-01-25,1982-01-31,6,1982,1
15354,6914,1982-02-22,1982-02-28,6,1982,2
6964,6973,1996-09-02,1996-09-08,6,1996,9
6965,6973,1996-08-19,1996-08-25,6,1996,8
6962,6973,1996-08-26,1996-09-01,6,1996,9
6959,6973,1996-09-23,1996-09-29,6,1996,9
6961,6973,1996-09-30,1996-10-06,6,1996,10
6960,6973,1996-09-09,1996-09-15,6,1996,9
6963,6973,1996-09-16,1996-09-22,6,1996,9
16982,6981,1978-03-27,1978-04-02,6,1978,4
16981,6981,1978-04-03,1978-04-09,6,1978,4
16980,6981,1978-04-10,1978-04-16,6,1978,4
16985,6981,1978-06-05,1978-06-11,6,1978,6
16988,6981,1978-05-15,1978-05-21,6,1978,5
16991,6981,1978-04-24,1978-04-30,6,1978,4
16990,6981,1978-05-01,1978-05-07,6,1978,5
16983,6981,1978-03-20,1978-03-26,6,1978,3
16992,6981,1978-03-13,1978-03-19,6,1978,3
16989,6981,1978-05-08,1978-05-14,6,1978,5
16993,6981,1978-03-06,1978-03-12,6,1978,3
16987,6981,1978-05-22,1978-05-28,6,1978,5
16986,6981,1978-05-29,1978-06-04,6,1978,6
16984,6981,1978-06-12,1978-06-18,6,1978,6
16979,6981,1978-04-17,1978-04-23,6,1978,4
15811,7088,1997-06-02,1997-06-08,6,1997,6
15815,7088,1997-06-23,1997-06-29,6,1997,6
15798,7088,1998-05-11,1998-05-17,6,1998,5
15813,7088,1997-03-17,1997-03-23,6,1997,3
15782,7088,1997-05-19,1997-05-25,6,1997,5
15783,7088,1996-12-09,1996-12-15,6,1996,12
15824,7088,1997-05-26,1997-06-01,6,1997,6
15822,7088,1997-08-11,1997-08-17,6,1997,8
15823,7088,1997-06-30,1997-07-06,6,1997,7
15825,7088,1998-03-09,1998-03-15,6,1998,3
15784,7088,1997-10-13,1997-10-19,6,1997,10
15785,7088,1997-09-29,1997-10-05,6,1997,10
15786,7088,1997-07-28,1997-08-03,6,1997,8
15787,7088,1997-04-21,1997-04-27,6,1997,4
15788,7088,1998-04-06,1998-04-12,6,1998,4
15789,7088,1998-03-30,1998-04-05,6,1998,4
15790,7088,1998-02-23,1998-03-01,6,1998,3
15791,7088,1997-12-08,1997-12-14,6,1997,12
15792,7088,1997-09-22,1997-09-28,6,1997,9
15799,7088,1998-03-23,1998-03-29,6,1998,3
15812,7088,1997-03-24,1997-03-30,6,1997,3
15810,7088,1997-11-10,1997-11-16,6,1997,11
15794,7088,1997-05-05,1997-05-11,6,1997,5
15821,7088,1997-08-25,1997-08-31,6,1997,8
15820,7088,1997-10-27,1997-11-02,6,1997,11
15817,7088,1997-02-03,1997-02-09,6,1997,2
15819,7088,1998-06-08,1998-06-14,6,1998,6
15795,7088,1997-01-27,1997-02-02,6,1997,2
15818,7088,1998-04-20,1998-04-26,6,1998,4
15796,7088,1998-01-19,1998-01-25,6,1998,1
15797,7088,1997-12-01,1997-12-07,6,1997,12
15816,7088,1997-02-17,1997-02-23,6,1997,2
15800,7088,1997-08-04,1997-08-10,6,1997,8
15801,7088,1998-01-26,1998-02-01,6,1998,2
15814,7088,1998-03-02,1998-03-08,6,1998,3
15802,7088,1998-03-16,1998-03-22,6,1998,3
15779,7088,1997-11-03,1997-11-09,6,1997,11
15803,7088,1998-02-16,1998-02-22,6,1998,2
15778,7088,1997-12-22,1998-01-04,13,1998,1
15754,7088,1996-11-25,1996-12-01,6,1996,12
15781,7088,1997-07-21,1997-07-27,6,1997,7
15804,7088,1998-02-09,1998-02-15,6,1998,2
15805,7088,1997-11-24,1997-11-30,6,1997,11
15806,7088,1997-11-17,1997-11-23,6,1997,11
15807,7088,1997-09-01,1997-09-07,6,1997,9
15808,7088,1997-05-12,1997-05-18,6,1997,5
15809,7088,1997-01-06,1997-01-12,6,1997,1
15780,7088,1997-10-20,1997-10-26,6,1997,10
15755,7088,1997-10-06,1997-10-12,6,1997,10
15793,7088,1997-07-14,1997-07-20,6,1997,7
15757,7088,1997-04-28,1997-05-04,6,1997,5
15827,7088,1996-12-16,1996-12-22,6,1996,12
15765,7088,1997-06-16,1997-06-22,6,1997,6
15766,7088,1997-06-09,1997-06-15,6,1997,6
15767,7088,1997-04-07,1997-04-13,6,1997,4
15768,7088,1997-03-31,1997-04-06,6,1997,4
15769,7088,1998-04-27,1998-05-03,6,1998,5
15770,7088,1997-12-15,1997-12-21,6,1997,12
15771,7088,1997-09-15,1997-09-21,6,1997,9
15772,7088,1998-06-01,1998-06-07,6,1998,6
15773,7088,1998-05-25,1998-05-31,6,1998,5
15832,7088,1997-08-18,1997-08-24,6,1997,8
15776,7088,1998-04-13,1998-04-19,6,1998,4
15831,7088,1997-09-08,1997-09-14,6,1997,9
15830,7088,1998-01-12,1998-01-18,6,1998,1
15829,7088,1998-02-02,1998-02-08,6,1998,2
15828,7088,1998-05-18,1998-05-24,6,1998,5
15756,7088,1997-07-07,1997-07-13,6,1997,7
15763,7088,1997-03-10,1997-03-16,6,1997,3
15762,7088,1996-12-23,1997-01-05,13,1997,1
15764,7088,1996-12-02,1996-12-08,6,1996,12
15826,7088,1997-02-24,1997-03-02,6,1997,3
15758,7088,1997-03-03,1997-03-09,6,1997,3
15759,7088,1997-02-10,1997-02-16,6,1997,2
15760,7088,1997-01-20,1997-01-26,6,1997,1
15761,7088,1997-01-13,1997-01-19,6,1997,1
15775,7088,1998-05-04,1998-05-10,6,1998,5
15777,7088,1998-01-05,1998-01-11,6,1998,1
15774,7088,1997-04-14,1997-04-20,6,1997,4
16777,7092,1997-12-15,1997-12-21,6,1997,12
16778,7092,1998-02-02,1998-02-08,6,1998,2
16785,7092,1998-02-23,1998-03-01,6,1998,3
16779,7092,1998-01-05,1998-01-11,6,1998,1
16780,7092,1998-01-12,1998-01-18,6,1998,1
16786,7092,1998-02-09,1998-02-15,6,1998,2
16782,7092,1998-02-16,1998-02-22,6,1998,2
16787,7092,1998-01-26,1998-02-01,6,1998,2
16784,7092,1997-12-08,1997-12-14,6,1997,12
16783,7092,1998-01-19,1998-01-25,6,1998,1
16781,7092,1997-12-22,1998-01-04,13,1998,1
11171,7106,2000-08-07,2000-08-13,6,2000,8
11169,7106,2000-07-31,2000-08-06,6,2000,8
11170,7106,2000-08-14,2000-08-20,6,2000,8
4321,7126,2003-09-22,2003-09-28,6,2003,9
4320,7126,2003-10-06,2003-10-12,6,2003,10
4322,7126,2003-10-13,2003-10-19,6,2003,10
4323,7126,2003-09-29,2003-10-05,6,2003,10
3706,7147,1977-06-20,1977-06-26,6,1977,6
3707,7147,1977-06-13,1977-06-19,6,1977,6
3705,7147,1977-06-27,1977-07-03,6,1977,7
3708,7147,1977-06-06,1977-06-12,6,1977,6
3704,7147,1977-07-04,1977-07-10,6,1977,7
3712,7147,1977-05-09,1977-05-15,6,1977,5
3710,7147,1977-05-23,1977-05-29,6,1977,5
3718,7147,1977-08-15,1977-08-21,6,1977,8
3719,7147,1977-08-08,1977-08-14,6,1977,8
3720,7147,1977-08-01,1977-08-07,6,1977,8
3721,7147,1977-07-25,1977-07-31,6,1977,7
3723,7147,1977-07-11,1977-07-17,6,1977,7
3717,7147,1977-08-22,1977-08-28,6,1977,8
3716,7147,1977-08-29,1977-09-04,6,1977,9
3715,7147,1977-09-05,1977-09-11,6,1977,9
3714,7147,1977-09-19,1977-09-25,6,1977,9
3713,7147,1977-09-12,1977-09-18,6,1977,9
3709,7147,1977-05-30,1977-06-05,6,1977,6
3722,7147,1977-07-18,1977-07-24,6,1977,7
3711,7147,1977-05-16,1977-05-22,6,1977,5
18360,7200,1990-01-15,1990-01-21,6,1990,1
18359,7200,1990-01-29,1990-02-04,6,1990,2
18370,7200,1990-01-22,1990-01-28,6,1990,1
18364,7200,1990-02-26,1990-03-04,6,1990,3
18365,7200,1990-02-12,1990-02-18,6,1990,2
18369,7200,1990-02-19,1990-02-25,6,1990,2
18368,7200,1989-12-25,1990-01-07,13,1990,1
18361,7200,1989-12-11,1989-12-17,6,1989,12
18371,7200,1989-12-04,1989-12-10,6,1989,12
18363,7200,1990-03-05,1990-03-11,6,1990,3
18366,7200,1990-02-05,1990-02-11,6,1990,2
18367,7200,1990-01-08,1990-01-14,6,1990,1
18362,7200,1989-12-18,1989-12-24,6,1989,12
1314,7211,1996-04-08,1996-04-14,6,1996,4
18378,7219,1991-05-27,1991-06-02,6,1991,6
18382,7219,1991-04-22,1991-04-28,6,1991,4
18375,7219,1991-06-03,1991-06-09,6,1991,6
18377,7219,1991-06-17,1991-06-23,6,1991,6
18379,7219,1991-04-15,1991-04-21,6,1991,4
18374,7219,1991-04-29,1991-05-05,6,1991,5
18383,7219,1991-05-06,1991-05-12,6,1991,5
18376,7219,1991-06-10,1991-06-16,6,1991,6
18381,7219,1991-05-20,1991-05-26,6,1991,5
18384,7219,1991-04-08,1991-04-14,6,1991,4
18380,7219,1991-05-13,1991-05-19,6,1991,5
3978,7229,1978-08-28,1978-09-03,6,1978,9
3979,7229,1978-08-21,1978-08-27,6,1978,8
3973,7229,1978-07-17,1978-07-23,6,1978,7
3974,7229,1978-07-10,1978-07-16,6,1978,7
3982,7229,1978-07-31,1978-08-06,6,1978,8
3975,7229,1978-07-03,1978-07-09,6,1978,7
3976,7229,1978-06-26,1978-07-02,6,1978,7
3977,7229,1978-09-04,1978-09-10,6,1978,9
3968,7229,1978-10-23,1978-10-29,6,1978,10
3971,7229,1978-11-20,1978-11-26,6,1978,11
3981,7229,1978-08-07,1978-08-13,6,1978,8
3952,7229,1978-10-02,1978-10-08,6,1978,10
3953,7229,1978-09-25,1978-10-01,6,1978,10
3965,7229,1978-09-18,1978-09-24,6,1978,9
3966,7229,1978-09-11,1978-09-17,6,1978,9
3967,7229,1978-10-30,1978-11-05,6,1978,11
3969,7229,1978-10-16,1978-10-22,6,1978,10
3970,7229,1978-10-09,1978-10-15,6,1978,10
3972,7229,1978-07-24,1978-07-30,6,1978,7
3980,7229,1978-08-14,1978-08-20,6,1978,8
222,7261,1983-06-13,1983-06-19,6,1983,6
224,7261,1983-05-16,1983-05-22,6,1983,5
234,7261,1983-05-30,1983-06-05,6,1983,6
225,7261,1983-07-04,1983-07-10,6,1983,7
226,7261,1983-06-27,1983-07-03,6,1983,7
227,7261,1983-05-09,1983-05-15,6,1983,5
228,7261,1983-06-20,1983-06-26,6,1983,6
229,7261,1983-05-23,1983-05-29,6,1983,5
230,7261,1983-06-06,1983-06-12,6,1983,6
231,7261,1983-07-25,1983-07-31,6,1983,7
232,7261,1983-07-11,1983-07-17,6,1983,7
223,7261,1983-07-18,1983-07-24,6,1983,7
233,7261,1983-05-02,1983-05-08,6,1983,5
16464,7267,1998-10-12,1998-10-18,6,1998,10
16465,7267,1998-06-15,1998-06-21,6,1998,6
16466,7267,1998-09-14,1998-09-20,6,1998,9
16468,7267,1998-10-26,1998-11-01,6,1998,11
16467,7267,1998-08-31,1998-09-06,6,1998,9
16477,7267,1998-07-20,1998-07-26,6,1998,7
16458,7267,1998-06-29,1998-07-05,6,1998,7
16459,7267,1998-05-11,1998-05-17,6,1998,5
16479,7267,1998-07-27,1998-08-02,6,1998,8
16480,7267,1998-09-07,1998-09-13,6,1998,9
16481,7267,1998-08-24,1998-08-30,6,1998,8
16476,7267,1998-10-05,1998-10-11,6,1998,10
16478,7267,1998-06-22,1998-06-28,6,1998,6
16474,7267,1998-06-08,1998-06-14,6,1998,6
16473,7267,1998-05-25,1998-05-31,6,1998,5
16475,7267,1998-11-02,1998-11-08,6,1998,11
16471,7267,1998-09-21,1998-09-27,6,1998,9
16470,7267,1998-08-03,1998-08-09,6,1998,8
16469,7267,1998-07-13,1998-07-19,6,1998,7
16482,7267,1998-05-18,1998-05-24,6,1998,5
16460,7267,1998-08-10,1998-08-16,6,1998,8
16461,7267,1998-07-06,1998-07-12,6,1998,7
16462,7267,1998-08-17,1998-08-23,6,1998,8
16463,7267,1998-10-19,1998-10-25,6,1998,10
16483,7267,1998-09-28,1998-10-04,6,1998,10
16472,7267,1998-06-01,1998-06-07,6,1998,6
3286,7270,2001-11-05,2001-11-11,6,2001,11
3285,7270,2001-09-24,2001-09-30,6,2001,9
3284,7270,2001-10-01,2001-10-07,6,2001,10
3283,7270,2001-10-22,2001-10-28,6,2001,10
3282,7270,2001-11-12,2001-11-18,6,2001,11
3277,7270,2001-10-29,2001-11-04,6,2001,11
3280,7270,2001-11-19,2001-11-25,6,2001,11
3279,7270,2001-12-03,2001-12-09,6,2001,12
3278,7270,2001-11-26,2001-12-02,6,2001,12
3276,7270,2001-10-15,2001-10-21,6,2001,10
3281,7270,2001-10-08,2001-10-14,6,2001,10
11571,7281,2002-12-16,2002-12-22,6,2002,12
11573,7281,2003-01-20,2003-01-26,6,2003,1
11572,7281,2013-02-15,2013-02-21,6,2013,2
9888,7319,1982-09-27,1982-10-03,6,1982,10
9887,7319,1982-10-04,1982-10-10,6,1982,10
9886,7319,1982-06-28,1982-07-04,6,1982,7
9889,7319,1982-08-09,1982-08-15,6,1982,8
9890,7319,1982-07-26,1982-08-01,6,1982,8
9891,7319,1982-11-01,1982-11-07,6,1982,11
9892,7319,1982-06-21,1982-06-27,6,1982,6
9893,7319,1982-08-23,1982-08-29,6,1982,8
9877,7319,1982-10-18,1982-10-24,6,1982,10
9878,7319,1982-08-16,1982-08-22,6,1982,8
9882,7319,1982-10-11,1982-10-17,6,1982,10
9883,7319,1982-08-30,1982-09-05,6,1982,9
9884,7319,1982-08-02,1982-08-08,6,1982,8
9894,7319,1982-07-05,1982-07-11,6,1982,7
9881,7319,1982-06-07,1982-06-13,6,1982,6
9885,7319,1982-10-25,1982-10-31,6,1982,10
9879,7319,1982-09-20,1982-09-26,6,1982,9
9876,7319,1982-07-12,1982-07-18,6,1982,7
9875,7319,1982-09-06,1982-09-12,6,1982,9
9874,7319,1982-07-19,1982-07-25,6,1982,7
9868,7319,1982-09-13,1982-09-19,6,1982,9
9880,7319,1982-06-14,1982-06-20,6,1982,6
4132,7320,1982-12-20,1982-12-26,6,1982,12
4133,7320,1983-01-03,1983-01-09,6,1983,1
4134,7320,1982-12-27,1983-01-02,6,1983,1
4140,7320,1982-11-15,1982-11-21,6,1982,11
4136,7320,1982-11-22,1982-11-28,6,1982,11
4137,7320,1982-10-18,1982-10-24,6,1982,10
4139,7320,1982-10-11,1982-10-17,6,1982,10
4141,7320,1982-12-13,1982-12-19,6,1982,12
4142,7320,1983-01-31,1983-02-06,6,1983,2
4143,7320,1982-11-08,1982-11-14,6,1982,11
4144,7320,1982-10-04,1982-10-10,6,1982,10
4135,7320,1982-09-27,1982-10-03,6,1982,10
4138,7320,1983-02-07,1983-02-13,6,1983,2
4126,7320,1982-11-01,1982-11-07,6,1982,11
4130,7320,1983-01-24,1983-01-30,6,1983,1
4129,7320,1982-09-20,1982-09-26,6,1982,9
4128,7320,1982-10-25,1982-10-31,6,1982,10
4127,7320,1982-11-29,1982-12-05,6,1982,12
4125,7320,1983-01-17,1983-01-23,6,1983,1
4124,7320,1982-12-06,1982-12-12,6,1982,12
4131,7320,1983-01-10,1983-01-16,6,1983,1
494,7322,1983-04-11,1983-04-17,6,1983,4
493,7322,1983-05-23,1983-05-29,6,1983,5
492,7322,1983-05-02,1983-05-08,6,1983,5
495,7322,1983-06-06,1983-06-12,6,1983,6
496,7322,1983-05-16,1983-05-22,6,1983,5
497,7322,1983-04-25,1983-05-01,6,1983,5
498,7322,1983-04-18,1983-04-24,6,1983,4
499,7322,1983-05-09,1983-05-15,6,1983,5
491,7322,1983-05-30,1983-06-05,6,1983,6
500,7322,1983-04-04,1983-04-10,6,1983,4
8815,7323,1982-05-10,1982-05-16,6,1982,5
8811,7323,1982-05-17,1982-05-23,6,1982,5
8810,7323,1982-02-01,1982-02-07,6,1982,2
8809,7323,1982-03-29,1982-04-04,6,1982,4
8808,7323,1982-04-19,1982-04-25,6,1982,4
8807,7323,1982-04-26,1982-05-02,6,1982,5
8792,7323,1982-06-07,1982-06-13,6,1982,6
8793,7323,1982-03-15,1982-03-21,6,1982,3
8802,7323,1982-02-08,1982-02-14,6,1982,2
8801,7323,1982-03-22,1982-03-28,6,1982,3
8798,7323,1981-12-28,1982-01-03,6,1982,1
8799,7323,1982-04-12,1982-04-18,6,1982,4
8813,7323,1982-05-31,1982-06-06,6,1982,6
8812,7323,1982-03-08,1982-03-14,6,1982,3
8806,7323,1982-01-11,1982-01-17,6,1982,1
8800,7323,1982-04-05,1982-04-11,6,1982,4
8805,7323,1982-01-18,1982-01-24,6,1982,1
8795,7323,1981-12-21,1981-12-27,6,1981,12
8814,7323,1982-03-01,1982-03-07,6,1982,3
8804,7323,1982-02-22,1982-02-28,6,1982,2
8817,7323,1982-02-15,1982-02-21,6,1982,2
8796,7323,1981-12-14,1981-12-20,6,1981,12
8797,7323,1982-01-25,1982-01-31,6,1982,1
8816,7323,1982-05-03,1982-05-09,6,1982,5
8794,7323,1982-01-04,1982-01-10,6,1982,1
8803,7323,1982-05-24,1982-05-30,6,1982,5
2980,7324,1984-08-27,1984-09-02,6,1984,9
2979,7324,1984-07-09,1984-07-15,6,1984,7
2978,7324,1984-07-02,1984-07-08,6,1984,7
2977,7324,1984-09-03,1984-09-09,6,1984,9
2976,7324,1984-10-01,1984-10-07,6,1984,10
2967,7324,1984-09-17,1984-09-23,6,1984,9
2963,7324,1984-10-22,1984-10-28,6,1984,10
2975,7324,1984-10-15,1984-10-21,6,1984,10
2966,7324,1984-10-08,1984-10-14,6,1984,10
2960,7324,1984-08-20,1984-08-26,6,1984,8
2962,7324,1984-09-24,1984-09-30,6,1984,9
2968,7324,1984-08-13,1984-08-19,6,1984,8
2969,7324,1984-10-29,1984-11-04,6,1984,11
2973,7324,1984-08-06,1984-08-12,6,1984,8
2965,7324,1984-09-10,1984-09-16,6,1984,9
2961,7324,1984-07-30,1984-08-05,6,1984,8
2974,7324,1984-07-23,1984-07-29,6,1984,7
2964,7324,1984-07-16,1984-07-22,6,1984,7
6273,7325,1985-11-18,1985-11-24,6,1985,11
6272,7325,1985-12-02,1985-12-08,6,1985,12
6271,7325,1985-11-25,1985-12-01,6,1985,12
6263,7325,1985-12-16,1985-12-22,6,1985,12
6260,7325,1985-12-09,1985-12-15,6,1985,12
6269,7325,1985-11-11,1985-11-17,6,1985,11
6262,7325,1986-01-06,1986-01-12,6,1986,1
6267,7325,1986-02-10,1986-02-16,6,1986,2
6266,7325,1985-10-28,1985-11-03,6,1985,11
6265,7325,1985-12-23,1986-01-05,13,1986,1
6261,7325,1986-01-13,1986-01-19,6,1986,1
6264,7325,1985-11-04,1985-11-10,6,1985,11
6259,7325,1986-01-27,1986-02-02,6,1986,2
6268,7325,1986-02-03,1986-02-09,6,1986,2
6270,7325,1986-01-20,1986-01-26,6,1986,1
12041,7326,1983-05-23,1983-05-29,6,1983,5
12056,7326,1983-05-30,1983-06-05,6,1983,6
12055,7326,1983-03-28,1983-04-03,6,1983,4
12043,7326,1983-04-04,1983-04-10,6,1983,4
12054,7326,1983-05-16,1983-05-22,6,1983,5
12044,7326,1983-02-28,1983-03-06,6,1983,3
12052,7326,1983-03-14,1983-03-20,6,1983,3
12051,7326,1983-02-14,1983-02-20,6,1983,2
12050,7326,1983-04-25,1983-05-01,6,1983,5
12049,7326,1983-03-07,1983-03-13,6,1983,3
12048,7326,1983-06-06,1983-06-12,6,1983,6
12047,7326,1983-02-21,1983-02-27,6,1983,2
12046,7326,1983-03-21,1983-03-27,6,1983,3
12045,7326,1983-05-09,1983-05-15,6,1983,5
12042,7326,1983-04-11,1983-04-17,6,1983,4
12053,7326,1983-05-02,1983-05-08,6,1983,5
12057,7326,1983-04-18,1983-04-24,6,1983,4
8591,7327,1982-07-05,1982-07-11,6,1982,7
8593,7327,1982-05-03,1982-05-09,6,1982,5
8599,7327,1982-05-17,1982-05-23,6,1982,5
8598,7327,1982-06-21,1982-06-27,6,1982,6
8597,7327,1982-04-26,1982-05-02,6,1982,5
8596,7327,1982-05-10,1982-05-16,6,1982,5
8589,7327,1982-06-28,1982-07-04,6,1982,7
8590,7327,1982-06-14,1982-06-20,6,1982,6
8592,7327,1982-05-24,1982-05-30,6,1982,5
8595,7327,1982-05-31,1982-06-06,6,1982,6
