,ID,DATUM_VON,DATUM_BIS,DAUER,JAHR,MONAT
12126,692,1980-09-08,1980-09-14,6,1980,9
12127,692,1980-09-01,1980-09-07,6,1980,9
12128,692,1980-12-22,1980-12-28,6,1980,12
12129,692,1980-11-17,1980-11-23,6,1980,11
12130,692,1981-03-16,1981-03-22,6,1981,3
12103,692,1980-11-10,1980-11-16,6,1980,11
12111,692,1980-10-13,1980-10-19,6,1980,10
12110,692,1980-10-20,1980-10-26,6,1980,10
12109,692,1980-10-27,1980-11-02,6,1980,11
12108,692,1980-11-24,1980-11-30,6,1980,11
12107,692,1980-12-01,1980-12-07,6,1980,12
12106,692,1980-12-08,1980-12-14,6,1980,12
12113,692,1981-02-23,1981-03-01,6,1981,3
12114,692,1980-10-06,1980-10-12,6,1980,10
14378,702,1981-02-23,1981-03-01,6,1981,3
14379,702,1981-02-16,1981-02-22,6,1981,2
14381,702,1981-02-02,1981-02-08,6,1981,2
14387,702,1980-12-22,1980-12-28,6,1980,12
14382,702,1981-01-26,1981-02-01,6,1981,2
14376,702,1980-12-15,1980-12-21,6,1980,12
14377,702,1981-03-02,1981-03-08,6,1981,3
14383,702,1981-01-19,1981-01-25,6,1981,1
14391,702,1981-03-30,1981-04-05,6,1981,4
14390,702,1981-03-09,1981-03-15,6,1981,3
14389,702,1981-03-16,1981-03-22,6,1981,3
14388,702,1981-03-23,1981-03-29,6,1981,3
14384,702,1981-01-12,1981-01-18,6,1981,1
14380,702,1981-02-09,1981-02-15,6,1981,2
14386,702,1980-12-29,1981-01-04,6,1981,1
14385,702,1981-01-05,1981-01-11,6,1981,1
7004,753,1981-06-29,1981-07-05,6,1981,7
7009,753,1981-06-15,1981-06-21,6,1981,6
7008,753,1981-06-22,1981-06-28,6,1981,6
7002,753,1981-07-20,1981-07-26,6,1981,7
7005,753,1981-05-18,1981-05-24,6,1981,5
7003,753,1981-07-13,1981-07-19,6,1981,7
7007,753,1981-08-10,1981-08-16,6,1981,8
7001,753,1981-08-24,1981-08-30,6,1981,8
6987,753,1981-10-19,1981-10-25,6,1981,10
6988,753,1981-08-31,1981-09-06,6,1981,9
6989,753,1981-09-14,1981-09-20,6,1981,9
6990,753,1981-08-17,1981-08-23,6,1981,8
6991,753,1981-07-06,1981-07-12,6,1981,7
6992,753,1981-10-12,1981-10-18,6,1981,10
7006,753,1981-09-07,1981-09-13,6,1981,9
6993,753,1981-09-21,1981-09-27,6,1981,9
6995,753,1981-10-05,1981-10-11,6,1981,10
6996,753,1981-06-01,1981-06-07,6,1981,6
6997,753,1981-05-25,1981-05-31,6,1981,5
6998,753,1981-06-08,1981-06-14,6,1981,6
6999,753,1981-09-28,1981-10-04,6,1981,10
7000,753,1981-07-27,1981-08-02,6,1981,8
6994,753,1981-08-03,1981-08-09,6,1981,8
6657,757,1981-08-17,1981-08-23,6,1981,8
6665,757,1981-07-27,1981-08-02,6,1981,8
6656,757,1981-09-07,1981-09-13,6,1981,9
6652,757,1981-08-31,1981-09-06,6,1981,9
6653,757,1981-07-06,1981-07-12,6,1981,7
6654,757,1981-07-13,1981-07-19,6,1981,7
6655,757,1981-08-10,1981-08-16,6,1981,8
6658,757,1981-06-29,1981-07-05,6,1981,7
6651,757,1981-09-28,1981-10-04,6,1981,10
6659,757,1981-09-14,1981-09-20,6,1981,9
6661,757,1981-10-05,1981-10-11,6,1981,10
6662,757,1981-06-15,1981-06-21,6,1981,6
6663,757,1981-08-24,1981-08-30,6,1981,8
6664,757,1981-08-03,1981-08-09,6,1981,8
6666,757,1981-07-20,1981-07-26,6,1981,7
6667,757,1981-06-22,1981-06-28,6,1981,6
6660,757,1981-09-21,1981-09-27,6,1981,9
5666,760,1981-08-03,1981-08-09,6,1981,8
5648,760,1981-11-16,1981-11-22,6,1981,11
5665,760,1981-11-09,1981-11-15,6,1981,11
5650,760,1981-09-21,1981-09-27,6,1981,9
5664,760,1981-07-13,1981-07-19,6,1981,7
5663,760,1981-07-27,1981-08-02,6,1981,8
5649,760,1981-10-26,1981-11-01,6,1981,11
5662,760,1981-08-10,1981-08-16,6,1981,8
5661,760,1981-09-07,1981-09-13,6,1981,9
5660,760,1981-08-31,1981-09-06,6,1981,9
5658,760,1981-11-02,1981-11-08,6,1981,11
5659,760,1981-09-14,1981-09-20,6,1981,9
5656,760,1981-07-20,1981-07-26,6,1981,7
5655,760,1981-10-05,1981-10-11,6,1981,10
5654,760,1981-10-19,1981-10-25,6,1981,10
5653,760,1981-09-28,1981-10-04,6,1981,10
5652,760,1981-08-17,1981-08-23,6,1981,8
5651,760,1981-08-24,1981-08-30,6,1981,8
5657,760,1981-10-12,1981-10-18,6,1981,10
5582,789,1981-08-24,1981-08-30,6,1981,8
5579,789,1981-12-28,1982-01-03,6,1982,1
5580,789,1981-10-19,1981-10-25,6,1981,10
5581,789,1981-11-23,1981-11-29,6,1981,11
5583,789,1982-02-22,1982-02-28,6,1982,2
5578,789,1981-11-30,1981-12-06,6,1981,12
5585,789,1981-10-26,1981-11-01,6,1981,11
5586,789,1981-09-28,1981-10-04,6,1981,10
5587,789,1982-01-04,1982-01-10,6,1982,1
5588,789,1981-10-12,1981-10-18,6,1981,10
5589,789,1982-01-18,1982-01-24,6,1982,1
5584,789,1981-12-07,1981-12-13,6,1981,12
5577,789,1981-12-14,1981-12-20,6,1981,12
5591,789,1981-09-14,1981-09-20,6,1981,9
5575,789,1982-03-08,1982-03-14,6,1982,3
5574,789,1981-11-02,1981-11-08,6,1981,11
5573,789,1982-01-11,1982-01-17,6,1982,1
5572,789,1981-08-31,1981-09-06,6,1981,9
5571,789,1982-02-01,1982-02-07,6,1982,2
5570,789,1982-02-15,1982-02-21,6,1982,2
5569,789,1982-03-01,1982-03-07,6,1982,3
5568,789,1981-09-07,1981-09-13,6,1981,9
5567,789,1981-09-21,1981-09-27,6,1981,9
5566,789,1982-01-25,1982-01-31,6,1982,1
5565,789,1981-12-21,1981-12-27,6,1981,12
5564,789,1981-11-09,1981-11-15,6,1981,11
5590,789,1981-11-16,1981-11-22,6,1981,11
5576,789,1982-02-08,1982-02-14,6,1982,2
5592,789,1981-10-05,1981-10-11,6,1981,10
15096,802,1982-03-29,1982-04-04,6,1982,4
15083,802,1982-02-15,1982-02-21,6,1982,2
15101,802,1981-11-30,1981-12-06,6,1981,12
15099,802,1982-01-04,1982-01-10,6,1982,1
15098,802,1982-03-01,1982-03-07,6,1982,3
15097,802,1982-03-08,1982-03-14,6,1982,3
15095,802,1982-01-11,1982-01-17,6,1982,1
15094,802,1981-11-23,1981-11-29,6,1981,11
15093,802,1981-12-07,1981-12-13,6,1981,12
15092,802,1981-12-14,1981-12-20,6,1981,12
15100,802,1982-03-15,1982-03-21,6,1982,3
15090,802,1982-01-18,1982-01-24,6,1982,1
15089,802,1982-01-25,1982-01-31,6,1982,1
15088,802,1982-02-01,1982-02-07,6,1982,2
15087,802,1982-02-08,1982-02-14,6,1982,2
15086,802,1981-12-28,1982-01-03,6,1982,1
15085,802,1982-03-22,1982-03-28,6,1982,3
15084,802,1982-02-22,1982-02-28,6,1982,2
15091,802,1981-12-21,1981-12-27,6,1981,12
14141,809,1982-06-07,1982-06-13,6,1982,6
14140,809,1982-04-05,1982-04-11,6,1982,4
14139,809,1982-05-17,1982-05-23,6,1982,5
14138,809,1982-07-26,1982-08-01,6,1982,8
14137,809,1982-02-22,1982-02-28,6,1982,2
14136,809,1982-06-21,1982-06-27,6,1982,6
14135,809,1982-07-19,1982-07-25,6,1982,7
14131,809,1982-06-28,1982-07-04,6,1982,7
14133,809,1982-04-19,1982-04-25,6,1982,4
14132,809,1982-07-05,1982-07-11,6,1982,7
14130,809,1982-03-01,1982-03-07,6,1982,3
14129,809,1982-06-14,1982-06-20,6,1982,6
14128,809,1982-05-10,1982-05-16,6,1982,5
14127,809,1982-04-26,1982-05-02,6,1982,5
14142,809,1982-04-12,1982-04-18,6,1982,4
14134,809,1982-03-15,1982-03-21,6,1982,3
14143,809,1982-03-22,1982-03-28,6,1982,3
14151,809,1982-08-02,1982-08-08,6,1982,8
14145,809,1982-05-24,1982-05-30,6,1982,5
14144,809,1982-08-09,1982-08-15,6,1982,8
14150,809,1982-08-16,1982-08-22,6,1982,8
14149,809,1982-03-29,1982-04-04,6,1982,4
14152,809,1982-05-31,1982-06-06,6,1982,6
14147,809,1982-05-03,1982-05-09,6,1982,5
14148,809,1982-03-08,1982-03-14,6,1982,3
14146,809,1982-07-12,1982-07-18,6,1982,7
11683,811,1982-04-12,1982-04-18,6,1982,4
11681,811,1982-05-10,1982-05-16,6,1982,5
11682,811,1982-05-03,1982-05-09,6,1982,5
11696,811,1982-02-22,1982-02-28,6,1982,2
11695,811,1982-03-01,1982-03-07,6,1982,3
11694,811,1982-03-29,1982-04-04,6,1982,4
11693,811,1982-04-19,1982-04-25,6,1982,4
11691,811,1982-03-15,1982-03-21,6,1982,3
11692,811,1982-04-05,1982-04-11,6,1982,4
11689,811,1982-02-15,1982-02-21,6,1982,2
11688,811,1982-03-22,1982-03-28,6,1982,3
11687,811,1982-02-08,1982-02-14,6,1982,2
11686,811,1982-05-17,1982-05-23,6,1982,5
11685,811,1982-02-01,1982-02-07,6,1982,2
11684,811,1982-04-26,1982-05-02,6,1982,5
11690,811,1982-03-08,1982-03-14,6,1982,3
7301,813,1982-01-18,1982-01-24,6,1982,1
7303,813,1981-12-21,1981-12-27,6,1981,12
7302,813,1981-12-28,1982-01-03,6,1982,1
7300,813,1982-03-08,1982-03-14,6,1982,3
7293,813,1982-03-15,1982-03-21,6,1982,3
7298,813,1981-12-07,1981-12-13,6,1981,12
7297,813,1982-03-01,1982-03-07,6,1982,3
7296,813,1982-01-25,1982-01-31,6,1982,1
7295,813,1981-12-14,1981-12-20,6,1981,12
7294,813,1982-02-22,1982-02-28,6,1982,2
7304,813,1982-03-29,1982-04-04,6,1982,4
7299,813,1982-03-22,1982-03-28,6,1982,3
7305,813,1982-01-04,1982-01-10,6,1982,1
7311,813,1981-11-30,1981-12-06,6,1981,12
7307,813,1981-11-23,1981-11-29,6,1981,11
7308,813,1982-02-01,1982-02-07,6,1982,2
7309,813,1982-02-15,1982-02-21,6,1982,2
7310,813,1982-01-11,1982-01-17,6,1982,1
7306,813,1982-02-08,1982-02-14,6,1982,2
8509,817,1982-03-22,1982-03-28,6,1982,3
8510,817,1982-01-18,1982-01-24,6,1982,1
8511,817,1981-12-07,1981-12-13,6,1981,12
8512,817,1982-04-26,1982-05-02,6,1982,5
8513,817,1982-06-07,1982-06-13,6,1982,6
8523,817,1982-01-11,1982-01-17,6,1982,1
8520,817,1982-07-05,1982-07-11,6,1982,7
8521,817,1982-06-28,1982-07-04,6,1982,7
8519,817,1982-04-19,1982-04-25,6,1982,4
8518,817,1982-05-03,1982-05-09,6,1982,5
8517,817,1982-02-01,1982-02-07,6,1982,2
8516,817,1982-02-22,1982-02-28,6,1982,2
8515,817,1982-05-17,1982-05-23,6,1982,5
8522,817,1982-05-31,1982-06-06,6,1982,6
8514,817,1982-03-15,1982-03-21,6,1982,3
8508,817,1982-06-14,1982-06-20,6,1982,6
8505,817,1982-04-05,1982-04-11,6,1982,4
8492,817,1982-03-29,1982-04-04,6,1982,4
8493,817,1982-03-01,1982-03-07,6,1982,3
8494,817,1981-12-14,1981-12-20,6,1981,12
8495,817,1982-04-12,1982-04-18,6,1982,4
8496,817,1981-12-28,1982-01-03,6,1982,1
8497,817,1982-05-10,1982-05-16,6,1982,5
8498,817,1982-02-15,1982-02-21,6,1982,2
8499,817,1982-01-04,1982-01-10,6,1982,1
8500,817,1981-12-21,1981-12-27,6,1981,12
8507,817,1982-06-21,1982-06-27,6,1982,6
8506,817,1982-07-26,1982-08-01,6,1982,8
8501,817,1982-05-24,1982-05-30,6,1982,5
8504,817,1982-01-25,1982-01-31,6,1982,1
8503,817,1982-02-08,1982-02-14,6,1982,2
8502,817,1982-03-08,1982-03-14,6,1982,3
17592,832,1982-04-12,1982-04-18,6,1982,4
17600,832,1982-04-26,1982-05-02,6,1982,5
17591,832,1982-03-15,1982-03-21,6,1982,3
17590,832,1982-05-10,1982-05-16,6,1982,5
17602,832,1982-04-19,1982-04-25,6,1982,4
17603,832,1982-06-21,1982-06-27,6,1982,6
17601,832,1982-05-17,1982-05-23,6,1982,5
17604,832,1982-03-29,1982-04-04,6,1982,4
17605,832,1982-03-22,1982-03-28,6,1982,3
17599,832,1982-06-14,1982-06-20,6,1982,6
17595,832,1982-06-07,1982-06-13,6,1982,6
17596,832,1982-05-24,1982-05-30,6,1982,5
17597,832,1982-03-08,1982-03-14,6,1982,3
17598,832,1982-05-03,1982-05-09,6,1982,5
17594,832,1982-05-31,1982-06-06,6,1982,6
17593,832,1982-04-05,1982-04-11,6,1982,4
6883,833,1982-07-12,1982-07-18,6,1982,7
6882,833,1982-08-30,1982-09-05,6,1982,9
6881,833,1982-05-31,1982-06-06,6,1982,6
6880,833,1982-07-19,1982-07-25,6,1982,7
6879,833,1982-05-10,1982-05-16,6,1982,5
6877,833,1982-07-05,1982-07-11,6,1982,7
6876,833,1982-05-24,1982-05-30,6,1982,5
6861,833,1982-09-06,1982-09-12,6,1982,9
6862,833,1982-05-03,1982-05-09,6,1982,5
6863,833,1982-04-05,1982-04-11,6,1982,4
6864,833,1982-08-23,1982-08-29,6,1982,8
6865,833,1982-08-02,1982-08-08,6,1982,8
6866,833,1982-07-26,1982-08-01,6,1982,8
6867,833,1982-06-21,1982-06-27,6,1982,6
6868,833,1982-08-09,1982-08-15,6,1982,8
6869,833,1982-04-26,1982-05-02,6,1982,5
6870,833,1982-04-19,1982-04-25,6,1982,4
6872,833,1982-06-07,1982-06-13,6,1982,6
6873,833,1982-04-12,1982-04-18,6,1982,4
6874,833,1982-06-28,1982-07-04,6,1982,7
6875,833,1982-06-14,1982-06-20,6,1982,6
6878,833,1982-05-17,1982-05-23,6,1982,5
6871,833,1982-08-16,1982-08-22,6,1982,8
15552,837,1982-07-12,1982-07-18,6,1982,7
15553,837,1982-04-26,1982-05-02,6,1982,5
15559,837,1982-08-23,1982-08-29,6,1982,8
15566,837,1982-08-16,1982-08-22,6,1982,8
15565,837,1982-04-05,1982-04-11,6,1982,4
15564,837,1982-06-21,1982-06-27,6,1982,6
15563,837,1982-08-30,1982-09-05,6,1982,9
15562,837,1982-03-29,1982-04-04,6,1982,4
15561,837,1982-05-10,1982-05-16,6,1982,5
15560,837,1982-06-07,1982-06-13,6,1982,6
15558,837,1982-03-15,1982-03-21,6,1982,3
15567,837,1982-05-31,1982-06-06,6,1982,6
15557,837,1982-03-22,1982-03-28,6,1982,3
15555,837,1982-04-12,1982-04-18,6,1982,4
15554,837,1982-05-03,1982-05-09,6,1982,5
15546,837,1982-08-02,1982-08-08,6,1982,8
15547,837,1982-06-14,1982-06-20,6,1982,6
15548,837,1982-05-24,1982-05-30,6,1982,5
15549,837,1982-05-17,1982-05-23,6,1982,5
15550,837,1982-06-28,1982-07-04,6,1982,7
15551,837,1982-08-09,1982-08-15,6,1982,8
15556,837,1982-07-19,1982-07-25,6,1982,7
15568,837,1982-04-19,1982-04-25,6,1982,4
12690,842,1982-04-12,1982-04-18,6,1982,4
12689,842,1982-07-19,1982-07-25,6,1982,7
12711,842,1982-05-03,1982-05-09,6,1982,5
12710,842,1982-06-28,1982-07-04,6,1982,7
12688,842,1982-05-31,1982-06-06,6,1982,6
12694,842,1982-06-21,1982-06-27,6,1982,6
12708,842,1982-09-20,1982-09-26,6,1982,9
12709,842,1982-09-06,1982-09-12,6,1982,9
12704,842,1982-09-13,1982-09-19,6,1982,9
12703,842,1982-06-14,1982-06-20,6,1982,6
12702,842,1982-08-23,1982-08-29,6,1982,8
12701,842,1982-04-19,1982-04-25,6,1982,4
12700,842,1982-05-24,1982-05-30,6,1982,5
12707,842,1982-04-26,1982-05-02,6,1982,5
12699,842,1982-07-05,1982-07-11,6,1982,7
12697,842,1982-08-02,1982-08-08,6,1982,8
12691,842,1982-07-26,1982-08-01,6,1982,8
12687,842,1982-06-07,1982-06-13,6,1982,6
12692,842,1982-05-17,1982-05-23,6,1982,5
12693,842,1982-05-10,1982-05-16,6,1982,5
12696,842,1982-08-16,1982-08-22,6,1982,8
12695,842,1982-07-12,1982-07-18,6,1982,7
12698,842,1982-04-05,1982-04-11,6,1982,4
12706,842,1982-08-09,1982-08-15,6,1982,8
12705,842,1982-08-30,1982-09-05,6,1982,9
14853,848,1982-06-07,1982-06-13,6,1982,6
14854,848,1982-05-10,1982-05-16,6,1982,5
14846,848,1982-08-16,1982-08-22,6,1982,8
14850,848,1982-06-28,1982-07-04,6,1982,7
14849,848,1982-04-26,1982-05-02,6,1982,5
14848,848,1982-05-03,1982-05-09,6,1982,5
14847,848,1982-05-17,1982-05-23,6,1982,5
14866,848,1982-05-24,1982-05-30,6,1982,5
14865,848,1982-08-23,1982-08-29,6,1982,8
14851,848,1982-07-05,1982-07-11,6,1982,7
14864,848,1982-05-31,1982-06-06,6,1982,6
14862,848,1982-08-30,1982-09-05,6,1982,9
14861,848,1982-07-26,1982-08-01,6,1982,8
14860,848,1982-08-09,1982-08-15,6,1982,8
14859,848,1982-06-21,1982-06-27,6,1982,6
14858,848,1982-08-02,1982-08-08,6,1982,8
14857,848,1982-09-06,1982-09-12,6,1982,9
14856,848,1982-06-14,1982-06-20,6,1982,6
14855,848,1982-04-19,1982-04-25,6,1982,4
14863,848,1982-07-12,1982-07-18,6,1982,7
14852,848,1982-07-19,1982-07-25,6,1982,7
9523,849,1982-05-24,1982-05-30,6,1982,5
9532,849,1982-07-12,1982-07-18,6,1982,7
9521,849,1982-05-03,1982-05-09,6,1982,5
9520,849,1982-06-28,1982-07-04,6,1982,7
9530,849,1982-08-16,1982-08-22,6,1982,8
9531,849,1982-06-07,1982-06-13,6,1982,6
9524,849,1982-08-09,1982-08-15,6,1982,8
9533,849,1982-05-17,1982-05-23,6,1982,5
9534,849,1982-06-21,1982-06-27,6,1982,6
9522,849,1982-08-02,1982-08-08,6,1982,8
9525,849,1982-07-05,1982-07-11,6,1982,7
9529,849,1982-08-23,1982-08-29,6,1982,8
9527,849,1982-05-10,1982-05-16,6,1982,5
9528,849,1982-07-19,1982-07-25,6,1982,7
9519,849,1982-05-31,1982-06-06,6,1982,6
9518,849,1982-07-26,1982-08-01,6,1982,8
9517,849,1982-06-14,1982-06-20,6,1982,6
9526,849,1982-04-26,1982-05-02,6,1982,5
9491,853,1982-08-09,1982-08-15,6,1982,8
9490,853,1982-05-31,1982-06-06,6,1982,6
9489,853,1982-08-02,1982-08-08,6,1982,8
9488,853,1982-08-30,1982-09-05,6,1982,9
9487,853,1982-10-11,1982-10-17,6,1982,10
9486,853,1982-06-14,1982-06-20,6,1982,6
9494,853,1982-08-16,1982-08-22,6,1982,8
9495,853,1982-07-12,1982-07-18,6,1982,7
9496,853,1982-07-05,1982-07-11,6,1982,7
9503,853,1982-05-17,1982-05-23,6,1982,5
9502,853,1982-07-26,1982-08-01,6,1982,8
9500,853,1982-09-06,1982-09-12,6,1982,9
9504,853,1982-09-13,1982-09-19,6,1982,9
9505,853,1982-06-07,1982-06-13,6,1982,6
9506,853,1982-09-20,1982-09-26,6,1982,9
9507,853,1982-08-23,1982-08-29,6,1982,8
9498,853,1982-07-19,1982-07-25,6,1982,7
9499,853,1982-06-28,1982-07-04,6,1982,7
9493,853,1982-10-04,1982-10-10,6,1982,10
9497,853,1982-05-24,1982-05-30,6,1982,5
9492,853,1982-06-21,1982-06-27,6,1982,6
9501,853,1982-09-27,1982-10-03,6,1982,10
1580,857,1982-07-05,1982-07-11,6,1982,7
1581,857,1982-07-19,1982-07-25,6,1982,7
1579,857,1982-08-30,1982-09-05,6,1982,9
1582,857,1982-08-02,1982-08-08,6,1982,8
1578,857,1982-09-20,1982-09-26,6,1982,9
1577,857,1982-07-26,1982-08-01,6,1982,8
1583,857,1982-08-16,1982-08-22,6,1982,8
1575,857,1982-08-09,1982-08-15,6,1982,8
1574,857,1982-09-13,1982-09-19,6,1982,9
1573,857,1982-07-12,1982-07-18,6,1982,7
1572,857,1982-08-23,1982-08-29,6,1982,8
1576,857,1982-09-06,1982-09-12,6,1982,9
8531,864,1982-08-30,1982-09-05,6,1982,9
8533,864,1982-12-27,1983-01-02,6,1983,1
8534,864,1982-10-25,1982-10-31,6,1982,10
8535,864,1982-09-20,1982-09-26,6,1982,9
8536,864,1982-10-18,1982-10-24,6,1982,10
8537,864,1982-07-26,1982-08-01,6,1982,8
8538,864,1982-12-13,1982-12-19,6,1982,12
8532,864,1983-01-03,1983-01-09,6,1983,1
8539,864,1982-08-02,1982-08-08,6,1982,8
8554,864,1982-11-01,1982-11-07,6,1982,11
8541,864,1982-09-27,1982-10-03,6,1982,10
8542,864,1982-11-15,1982-11-21,6,1982,11
8543,864,1982-11-29,1982-12-05,6,1982,12
8555,864,1982-10-11,1982-10-17,6,1982,10
8544,864,1982-08-23,1982-08-29,6,1982,8
8545,864,1982-08-16,1982-08-22,6,1982,8
8546,864,1982-10-04,1982-10-10,6,1982,10
8540,864,1982-11-08,1982-11-14,6,1982,11
8548,864,1982-09-06,1982-09-12,6,1982,9
8549,864,1983-01-17,1983-01-23,6,1983,1
8550,864,1982-12-06,1982-12-12,6,1982,12
8551,864,1982-11-22,1982-11-28,6,1982,11
8552,864,1982-08-09,1982-08-15,6,1982,8
8547,864,1982-09-13,1982-09-19,6,1982,9
8553,864,1982-12-20,1982-12-26,6,1982,12
6149,869,1982-10-18,1982-10-24,6,1982,10
6150,869,1982-11-01,1982-11-07,6,1982,11
6151,869,1982-09-06,1982-09-12,6,1982,9
6152,869,1982-08-16,1982-08-22,6,1982,8
6157,869,1983-01-10,1983-01-16,6,1983,1
6156,869,1982-12-20,1982-12-26,6,1982,12
6155,869,1982-07-12,1982-07-18,6,1982,7
6154,869,1983-01-31,1983-02-06,6,1983,2
6148,869,1982-08-09,1982-08-15,6,1982,8
6153,869,1982-08-02,1982-08-08,6,1982,8
6121,869,1982-10-25,1982-10-31,6,1982,10
6142,869,1982-08-23,1982-08-29,6,1982,8
6120,869,1983-01-17,1983-01-23,6,1983,1
6119,869,1982-07-19,1982-07-25,6,1982,7
6122,869,1982-10-04,1982-10-10,6,1982,10
6123,869,1982-06-14,1982-06-20,6,1982,6
6124,869,1982-12-27,1983-01-02,6,1983,1
6125,869,1982-11-29,1982-12-05,6,1982,12
6126,869,1982-09-20,1982-09-26,6,1982,9
6127,869,1982-06-21,1982-06-27,6,1982,6
6128,869,1983-01-03,1983-01-09,6,1983,1
6129,869,1982-08-30,1982-09-05,6,1982,9
6130,869,1982-07-26,1982-08-01,6,1982,8
6131,869,1982-10-11,1982-10-17,6,1982,10
6132,869,1982-09-13,1982-09-19,6,1982,9
6133,869,1983-02-14,1983-02-20,6,1983,2
6143,869,1982-12-06,1982-12-12,6,1982,12
6147,869,1982-09-27,1982-10-03,6,1982,10
6141,869,1982-11-15,1982-11-21,6,1982,11
6140,869,1982-11-22,1982-11-28,6,1982,11
6139,869,1982-06-28,1982-07-04,6,1982,7
6138,869,1982-07-05,1982-07-11,6,1982,7
6137,869,1982-11-08,1982-11-14,6,1982,11
6136,869,1982-12-13,1982-12-19,6,1982,12
6135,869,1983-01-24,1983-01-30,6,1983,1
6134,869,1983-02-07,1983-02-13,6,1983,2
12362,883,1982-11-01,1982-11-07,6,1982,11
12354,883,1982-08-23,1982-08-29,6,1982,8
12355,883,1982-12-06,1982-12-12,6,1982,12
12356,883,1982-09-13,1982-09-19,6,1982,9
12357,883,1982-11-08,1982-11-14,6,1982,11
12358,883,1982-11-29,1982-12-05,6,1982,12
12361,883,1982-12-20,1982-12-26,6,1982,12
12359,883,1982-09-27,1982-10-03,6,1982,10
12375,883,1982-11-15,1982-11-21,6,1982,11
12374,883,1982-08-30,1982-09-05,6,1982,9
12373,883,1982-11-22,1982-11-28,6,1982,11
12372,883,1982-12-13,1982-12-19,6,1982,12
12371,883,1982-09-06,1982-09-12,6,1982,9
12370,883,1982-09-20,1982-09-26,6,1982,9
12369,883,1983-01-24,1983-01-30,6,1983,1
12360,883,1982-12-27,1983-01-02,6,1983,1
12367,883,1983-01-17,1983-01-23,6,1983,1
12366,883,1983-01-03,1983-01-09,6,1983,1
12365,883,1982-10-11,1982-10-17,6,1982,10
12364,883,1982-10-18,1982-10-24,6,1982,10
12363,883,1982-10-25,1982-10-31,6,1982,10
12376,883,1982-10-04,1982-10-10,6,1982,10
12368,883,1983-01-10,1983-01-16,6,1983,1
4984,893,1982-12-06,1982-12-12,6,1982,12
4995,893,1982-09-27,1982-10-03,6,1982,10
5002,893,1982-12-13,1982-12-19,6,1982,12
4999,893,1982-10-25,1982-10-31,6,1982,10
4998,893,1983-01-31,1983-02-06,6,1983,2
4997,893,1983-02-14,1983-02-20,6,1983,2
4996,893,1983-01-24,1983-01-30,6,1983,1
4994,893,1982-11-08,1982-11-14,6,1982,11
4993,893,1983-02-07,1983-02-13,6,1983,2
4989,893,1983-02-21,1983-02-27,6,1983,2
4988,893,1983-03-07,1983-03-13,6,1983,3
4987,893,1983-01-10,1983-01-16,6,1983,1
4986,893,1982-11-01,1982-11-07,6,1982,11
4985,893,1982-12-20,1982-12-26,6,1982,12
4983,893,1983-03-21,1983-03-27,6,1983,3
4982,893,1982-10-11,1982-10-17,6,1982,10
4981,893,1982-11-15,1982-11-21,6,1982,11
4980,893,1983-01-03,1983-01-09,6,1983,1
4979,893,1983-02-28,1983-03-06,6,1983,3
4978,893,1982-10-04,1982-10-10,6,1982,10
4977,893,1982-09-20,1982-09-26,6,1982,9
4976,893,1982-11-29,1982-12-05,6,1982,12
4992,893,1982-10-18,1982-10-24,6,1982,10
4991,893,1982-12-27,1983-01-02,6,1983,1
4990,893,1982-11-22,1982-11-28,6,1982,11
5001,893,1983-01-17,1983-01-23,6,1983,1
5000,893,1983-03-14,1983-03-20,6,1983,3
6173,899,1982-12-27,1983-01-02,6,1983,1
6170,899,1983-01-17,1983-01-23,6,1983,1
6171,899,1983-01-10,1983-01-16,6,1983,1
6172,899,1983-01-03,1983-01-09,6,1983,1
6168,899,1982-11-22,1982-11-28,6,1982,11
6174,899,1983-03-14,1983-03-20,6,1983,3
6175,899,1982-12-20,1982-12-26,6,1982,12
6176,899,1983-02-07,1983-02-13,6,1983,2
6177,899,1982-11-15,1982-11-21,6,1982,11
6169,899,1983-03-07,1983-03-13,6,1983,3
6167,899,1983-01-24,1983-01-30,6,1983,1
6161,899,1983-02-21,1983-02-27,6,1983,2
6165,899,1982-11-29,1982-12-05,6,1982,12
6164,899,1982-12-06,1982-12-12,6,1982,12
6163,899,1983-01-31,1983-02-06,6,1983,2
6160,899,1982-12-13,1982-12-19,6,1982,12
6159,899,1983-02-14,1983-02-20,6,1983,2
6162,899,1983-04-04,1983-04-10,6,1983,4
6158,899,1983-02-28,1983-03-06,6,1983,3
6166,899,1983-03-21,1983-03-27,6,1983,3
8986,911,1983-01-10,1983-01-16,6,1983,1
8987,911,1983-01-17,1983-01-23,6,1983,1
8988,911,1983-03-21,1983-03-27,6,1983,3
8989,911,1983-03-14,1983-03-20,6,1983,3
8990,911,1983-01-24,1983-01-30,6,1983,1
8991,911,1983-01-03,1983-01-09,6,1983,1
8993,911,1983-02-07,1983-02-13,6,1983,2
8994,911,1983-03-07,1983-03-13,6,1983,3
8995,911,1983-01-31,1983-02-06,6,1983,2
8996,911,1983-02-28,1983-03-06,6,1983,3
8997,911,1982-12-20,1982-12-26,6,1982,12
8998,911,1983-03-28,1983-04-03,6,1983,4
8999,911,1982-12-27,1983-01-02,6,1983,1
9001,911,1982-12-13,1982-12-19,6,1982,12
9002,911,1983-02-14,1983-02-20,6,1983,2
8992,911,1983-02-21,1983-02-27,6,1983,2
