LIED_ID,POSITION,DATUM_VON,DATUM_BIS
1083,29,1984-04-16,1984-04-22
101576,44,1984-05-21,1984-05-27
7347,40,1984-07-02,1984-07-08
7325,13,1985-12-09,1985-12-15
1365,31,1985-12-23,1986-01-05
1365,3,1986-01-06,1986-01-12
15840,27,1986-01-06,1986-01-12
1365,1,1986-01-13,1986-01-19
1365,1,1986-01-27,1986-02-02
1378,31,1986-01-27,1986-02-02
7325,32,1986-01-27,1986-02-02
158935,37,1986-01-27,1986-02-02
973268,13,2012-03-16,2012-03-22
973268,6,2012-03-23,2012-03-29
890150,45,2012-03-23,2012-03-29
996662,2,2012-04-06,2012-04-12
970879,16,2012-04-20,2012-04-26
902593,37,2012-04-20,2012-04-26
973268,15,2012-05-04,2012-05-10
965748,43,2012-05-11,2012-05-17
1031663,49,2012-05-25,2012-05-31
996662,24,2012-06-22,2012-06-28
973268,39,2012-06-22,2012-06-28
977738,7,2012-07-20,2012-07-26
977738,9,2012-07-27,2012-08-02
1026579,31,2012-07-27,2012-08-02
852613,42,2012-08-03,2012-08-09
1016367,29,2012-08-10,2012-08-16
1052552,15,2012-08-17,2012-08-23
932555,36,2012-09-28,2012-10-04
1066619,39,2012-10-12,2012-10-18
9299,6,1987-02-02,1987-02-08
17530,21,1987-03-16,1987-03-22
17530,18,1987-04-06,1987-04-12
1115472,29,2013-03-01,2013-03-07
1113471,15,2013-03-15,2013-03-21
1043927,33,2013-03-29,2013-04-04
1043927,40,2013-05-03,2013-05-09
1137766,7,2013-05-17,2013-05-23
1090002,25,2013-05-17,2013-05-23
1043927,49,2013-05-17,2013-05-23
1143801,14,2013-05-24,2013-05-30
1090002,30,2013-05-24,2013-05-30
1129706,17,2013-06-07,2013-06-13
1114795,29,2013-06-07,2013-06-13
1137766,5,2013-06-14,2013-06-20
1090002,33,2013-06-28,2013-07-04
1137766,5,2013-07-05,2013-07-11
1132020,19,2013-07-05,2013-07-11
13063,29,1983-07-04,1983-07-10
8572,34,1983-07-18,1983-07-24
966,4,1983-07-25,1983-07-31
13063,47,1983-08-15,1983-08-21
976,32,1983-08-22,1983-08-28
985,36,1983-10-03,1983-10-09
7341,45,1983-10-10,1983-10-16
26893,38,1983-10-31,1983-11-06
98879,28,1983-11-07,1983-11-13
26737,41,1983-11-07,1983-11-13
26893,33,1983-12-12,1983-12-18
223963,35,1983-12-12,1983-12-18
9285,45,1983-12-19,1983-12-25
1010,33,1984-01-02,1984-01-08
98879,29,1984-01-09,1984-01-15
1010,43,1984-01-09,1984-01-15
7336,40,1984-01-16,1984-01-22
1010,45,1984-01-16,1984-01-22
9285,50,1984-01-16,1984-01-22
17530,34,1987-05-11,1987-05-17
9299,50,1987-05-11,1987-05-17
17532,38,1987-06-01,1987-06-07
8606,35,1987-07-13,1987-07-19
17535,49,1987-10-26,1987-11-01
155636,42,1987-11-02,1987-11-08
17514,27,1984-09-10,1984-09-16
7334,24,1984-09-17,1984-09-23
7324,13,1984-09-24,1984-09-30
15822,38,1984-10-08,1984-10-14
7923,36,1984-11-05,1984-11-11
1191,8,1984-12-03,1984-12-09
1191,4,1984-12-17,1984-12-23
17514,39,1984-12-24,1985-01-06
813591,25,2011-07-08,2011-07-14
813591,19,2011-07-29,2011-08-04
787812,40,2011-07-29,2011-08-04
835543,22,2011-08-12,2011-08-18
756584,49,2011-08-19,2011-08-25
759131,24,2011-09-23,2011-09-29
893905,11,2011-09-30,2011-10-06
890456,45,2011-10-14,2011-10-20
905588,49,2011-10-21,2011-10-27
1041641,44,2012-11-16,2012-11-22
1025874,15,2012-12-14,2012-12-20
1058524,32,2012-12-14,2012-12-20
1086182,49,2012-12-14,2012-12-20
1093101,7,2012-12-21,2012-12-27
204185,8,2006-08-11,2006-08-17
150302,31,2006-08-11,2006-08-17
221808,32,2006-08-11,2006-08-17
214006,19,2006-08-18,2006-08-24
201406,50,2006-08-25,2006-08-31
210866,30,2006-09-08,2006-09-14
215541,17,2006-09-15,2006-09-21
204185,30,2006-09-22,2006-09-28
237234,45,2006-11-03,2006-11-09
47260,40,2006-12-22,2006-12-28
186912,32,2006-12-29,2007-01-04
260428,47,2006-12-29,2007-01-04
215536,43,2007-01-19,2007-01-25
203338,6,2007-01-26,2007-02-01
203338,10,2007-02-02,2007-02-08
150302,44,2007-02-02,2007-02-08
164930,17,2007-02-09,2007-02-15
1129861,31,2013-07-19,2013-07-25
1182172,50,2013-08-16,2013-08-22
1137766,22,2013-09-06,2013-09-12
1185270,43,2013-09-06,2013-09-12
305104,12,2007-05-11,2007-05-17
283118,2,2007-05-25,2007-05-31
283314,17,2007-05-25,2007-05-31
256431,22,2007-05-25,2007-05-31
283118,5,2007-07-06,2007-07-12
256431,39,2007-07-06,2007-07-12
268903,35,2007-07-20,2007-07-26
303814,14,2007-08-17,2007-08-23
338685,27,2007-08-31,2007-09-06
283118,11,2007-09-07,2007-09-13
338135,22,2007-09-07,2007-09-13
354931,49,2007-09-07,2007-09-13
331916,5,2007-09-14,2007-09-20
303814,38,2007-10-05,2007-10-11
331916,22,2007-10-19,2007-10-25
358666,3,2007-10-26,2007-11-01
346819,4,2007-10-26,2007-11-01
377963,39,2007-11-02,2007-11-08
303814,48,2007-11-02,2007-11-08
1755,11,1988-03-14,1988-03-20
1755,11,1988-03-21,1988-03-27
99115,42,1988-03-21,1988-03-27
17545,46,1988-03-21,1988-03-27
6409,24,2005-01-03,2005-01-09
6303,17,2005-01-17,2005-01-23
17247,31,2005-01-17,2005-01-23
6303,20,2005-01-24,2005-01-30
6407,2,2005-01-31,2005-02-06
6343,30,2005-01-31,2005-02-06
84079,49,2005-01-31,2005-02-06
33542,31,2005-02-21,2005-02-27
6513,26,2005-03-07,2005-03-13
6424,42,2005-03-07,2005-03-13
6513,26,2005-03-14,2005-03-20
6407,8,2005-03-21,2005-03-27
94747,33,2005-03-28,2005-04-03
6407,10,2005-04-04,2005-04-10
6419,10,2005-04-11,2005-04-17
6407,15,2005-04-11,2005-04-17
6419,11,2005-04-18,2005-04-24
6483,6,2005-05-02,2005-05-08
104926,14,2005-05-16,2005-05-22
6472,32,2005-05-16,2005-05-22
877618,13,2011-11-04,2011-11-10
852615,25,2011-11-04,2011-11-10
885167,45,2011-12-30,2012-01-05
877618,20,2012-01-13,2012-01-19
910293,45,2012-01-20,2012-01-26
932553,11,2012-02-03,2012-02-09
962260,29,2012-02-03,2012-02-09
973856,14,2012-02-24,2012-03-01
983391,2,2012-03-09,2012-03-15
101092,44,2005-10-24,2005-10-30
134484,47,2005-11-11,2005-11-17
144970,31,2005-11-18,2005-11-24
151550,16,2005-12-23,2005-12-29
164767,31,2005-12-23,2005-12-29
164767,33,2006-01-06,2006-01-12
158906,42,2006-01-06,2006-01-12
164767,22,2006-02-03,2006-02-09
167398,6,2006-02-10,2006-02-16
132899,21,2006-02-10,2006-02-16
161244,30,2006-02-10,2006-02-16
174522,31,2006-02-10,2006-02-16
159640,28,2006-02-24,2006-03-02
157974,38,2006-02-24,2006-03-02
161244,43,2006-02-24,2006-03-02
160928,47,2006-02-24,2006-03-02
256434,41,2007-02-09,2007-02-15
186912,45,2007-02-16,2007-02-22
279525,12,2007-02-23,2007-03-01
248056,50,2007-03-02,2007-03-08
268907,14,2007-03-09,2007-03-15
203338,23,2007-03-09,2007-03-15
285372,12,2007-03-16,2007-03-22
273444,48,2007-03-16,2007-03-22
289900,28,2007-03-30,2007-04-05
283111,25,2007-04-06,2007-04-12
284613,13,2007-04-13,2007-04-19
294983,15,2007-04-13,2007-04-19
285372,13,2007-04-20,2007-04-26
268907,50,2007-04-20,2007-04-26
305104,10,2007-04-27,2007-05-03
302121,48,2007-05-04,2007-05-10
7088,7,1996-12-23,1997-01-05
3381,25,1996-12-23,1997-01-05
3359,27,1997-01-06,1997-01-12
7088,8,1997-01-13,1997-01-19
7088,8,1997-01-20,1997-01-26
3316,41,1997-01-27,1997-02-02
7088,11,1997-02-10,1997-02-16
40254,23,1997-02-10,1997-02-16
7088,20,1997-03-03,1997-03-09
3417,18,1997-03-17,1997-03-23
7088,28,1997-04-28,1997-05-04
3456,5,1997-05-26,1997-06-01
3429,30,1997-06-16,1997-06-22
7088,29,1997-07-07,1997-07-13
361236,10,2007-12-07,2007-12-13
283118,12,2007-12-07,2007-12-13
361236,7,2008-01-04,2008-01-10
319452,20,2008-01-18,2008-01-24
346819,21,2008-01-25,2008-01-31
319452,26,2008-02-01,2008-02-07
3546,16,1997-10-27,1997-11-02
3548,5,1997-11-10,1997-11-16
3546,17,1997-11-10,1997-11-16
3561,12,1997-12-01,1997-12-07
3587,9,1997-12-15,1997-12-21
3548,14,1998-01-05,1998-01-11
3578,46,1998-01-05,1998-01-11
8021,35,1998-01-26,1998-02-01
10495,33,1998-02-02,1998-02-08
8021,40,1998-02-09,1998-02-15
3624,31,1998-03-16,1998-03-22
3643,39,1998-03-16,1998-03-22
3667,50,1998-03-23,1998-03-29
3643,28,1998-04-06,1998-04-12
3643,25,1998-04-13,1998-04-19
3657,2,1998-04-20,1998-04-26
100034,37,2005-06-06,2005-06-12
61889,46,2005-06-13,2005-06-19
102276,6,2005-06-20,2005-06-26
112423,37,2005-06-20,2005-06-26
100034,32,2005-06-27,2005-07-03
102276,13,2005-07-11,2005-07-17
108398,7,2005-07-25,2005-07-31
108553,26,2005-07-25,2005-07-31
95907,13,2005-08-08,2005-08-14
130305,20,2005-08-15,2005-08-21
134796,46,2005-08-29,2005-09-04
108398,23,2005-09-05,2005-09-11
120550,2,2005-09-12,2005-09-18
134484,23,2005-09-19,2005-09-25
142745,38,2005-10-10,2005-10-16
118860,40,2005-10-10,2005-10-16
8962,36,1995-05-15,1995-05-21
3053,12,1995-07-17,1995-07-23
9286,16,1995-09-04,1995-09-10
57482,39,1995-09-04,1995-09-10
186813,43,2006-03-24,2006-03-30
176823,33,2006-03-31,2006-04-06
183362,43,2006-04-14,2006-04-20
173758,6,2006-04-21,2006-04-27
146242,12,2006-04-21,2006-04-27
191204,17,2006-04-21,2006-04-27
179491,36,2006-04-28,2006-05-04
145137,11,2006-05-05,2006-05-11
194717,35,2006-05-05,2006-05-11
150302,47,2006-05-05,2006-05-11
201009,12,2006-05-19,2006-05-25
188426,23,2006-05-26,2006-06-01
186286,32,2006-06-02,2006-06-08
201406,4,2006-06-16,2006-06-22
204185,7,2006-06-16,2006-06-22
199178,38,2006-06-16,2006-06-22
210866,15,2006-06-23,2006-06-29
201406,3,2006-07-07,2006-07-13
210866,15,2006-07-28,2006-08-03
150302,22,2006-07-28,2006-08-03
201406,17,2006-08-04,2006-08-10
3172,4,1996-03-04,1996-03-10
3131,44,1996-03-25,1996-03-31
3217,24,1996-05-13,1996-05-19
3227,34,1996-06-24,1996-06-30
47555,42,1996-07-01,1996-07-07
3262,18,1996-07-22,1996-07-28
3246,45,1996-08-05,1996-08-11
3479,15,1997-09-01,1997-09-07
7381,42,1997-09-22,1997-09-28
7088,25,1997-10-06,1997-10-12
4174,17,2000-04-03,2000-04-09
73798,43,2000-04-03,2000-04-09
4184,5,2000-05-29,2000-06-04
4184,7,2000-06-05,2000-06-11
4264,8,2000-06-26,2000-07-02
4328,13,2000-06-26,2000-07-02
4324,6,2000-07-03,2000-07-09
4328,21,2000-07-10,2000-07-16
4360,32,2000-07-10,2000-07-16
4360,24,2000-07-24,2000-07-30
4324,34,2000-07-31,2000-08-06
4336,8,2000-08-21,2000-08-27
4402,11,2000-09-04,2000-09-10
4360,26,2000-09-04,2000-09-10
4480,45,2000-09-11,2000-09-17
7267,46,1998-05-11,1998-05-17
1199079,6,2014-01-24,2014-01-30
1179491,34,2014-01-31,2014-02-06
1222103,39,2014-01-31,2014-02-06
1193635,11,2014-02-07,2014-02-13
1221221,22,2014-03-14,2014-03-20
1222103,13,2014-04-04,2014-04-10
1254672,6,2014-04-11,2014-04-17
1179491,20,2013-09-27,2013-10-03
1189770,38,2013-10-04,2013-10-10
1179491,14,2013-10-11,2013-10-17
1179491,22,2013-10-18,2013-10-24
1181415,27,2013-10-18,2013-10-24
1199079,46,2013-10-18,2013-10-24
1179491,25,2013-10-25,2013-10-31
1179491,28,2013-11-01,2013-11-07
1216404,9,2013-12-13,2013-12-19
1225485,32,2014-01-03,2014-01-09
1216404,22,2014-01-10,2014-01-16
1179491,30,2014-01-10,2014-01-16
1179491,30,2014-01-24,2014-01-30
1199079,4,2014-02-07,2014-02-13
1222103,32,2014-02-07,2014-02-13
607093,50,2014-02-07,2014-02-13
1222103,27,2014-02-21,2014-02-27
1222103,26,2014-03-07,2014-03-13
1243663,18,2014-03-28,2014-04-03
3131,10,1995-10-09,1995-10-15
10761,22,1995-10-30,1995-11-05
6811,19,1995-11-20,1995-11-26
6811,19,1995-11-27,1995-12-03
3131,3,1995-12-25,1996-01-07
8567,30,1995-12-25,1996-01-07
10761,39,1996-01-15,1996-01-21
3172,6,1996-02-19,1996-02-25
400295,4,2008-02-08,2008-02-14
283118,8,2008-02-08,2008-02-14
3748,12,1998-08-24,1998-08-30
22846,10,1998-09-14,1998-09-20
3748,6,1998-09-28,1998-10-04
22846,38,1998-10-05,1998-10-11
3734,13,1998-11-09,1998-11-15
3769,36,1998-11-09,1998-11-15
3770,1,1998-11-23,1998-11-29
3770,2,1998-12-14,1998-12-20
3767,20,1998-12-28,1999-01-10
3262,14,1996-08-19,1996-08-25
3269,31,1996-09-02,1996-09-08
3311,2,1996-10-07,1996-10-13
3311,2,1996-11-18,1996-11-24
7088,18,1996-11-25,1996-12-01
3381,34,1996-12-02,1996-12-08
3881,7,1999-06-28,1999-07-04
3881,22,1999-07-12,1999-07-18
11911,30,1999-09-13,1999-09-19
41882,28,1999-10-25,1999-10-31
4001,17,1999-11-15,1999-11-21
41882,47,1999-11-15,1999-11-21
88462,40,2000-10-16,2000-10-22
4402,46,2000-10-16,2000-10-22
4411,31,2000-10-23,2000-10-29
38635,22,2000-10-30,2000-11-05
4480,42,2000-10-30,2000-11-05
4479,4,2000-11-27,2000-12-03
4479,5,2000-12-11,2000-12-17
99139,39,1989-09-04,1989-09-10
99139,37,1989-09-11,1989-09-17
22603,24,1989-09-18,1989-09-24
2019,43,1989-10-02,1989-10-08
43146,44,1989-10-23,1989-10-29
36702,40,1989-10-30,1989-11-05
48297,33,1989-11-13,1989-11-19
65488,29,1990-01-29,1990-02-04
22609,33,1990-01-29,1990-02-04
50487,41,1990-02-05,1990-02-11
14815,50,1978-10-02,1978-10-08
534,10,1978-10-09,1978-10-15
14821,11,1978-10-09,1978-10-15
26096,13,1978-10-09,1978-10-15
27520,15,1978-10-09,1978-10-15
501,25,1978-10-09,1978-10-15
14818,26,1978-10-09,1978-10-15
26097,28,1978-10-09,1978-10-15
7229,31,1978-10-09,1978-10-15
539,33,1978-10-09,1978-10-15
14825,35,1978-10-09,1978-10-15
14822,44,1978-10-09,1978-10-15
14824,46,1978-10-09,1978-10-15
534,10,1978-10-16,1978-10-22
14821,14,1978-10-16,1978-10-22
26096,15,1978-10-16,1978-10-22
27520,16,1978-10-16,1978-10-22
33255,37,1978-03-13,1978-03-19
8638,40,1978-03-13,1978-03-19
11993,44,1978-03-13,1978-03-19
27329,45,1978-03-13,1978-03-19
501,2,1978-03-20,1978-03-26
499,5,1978-03-20,1978-03-26
504,6,1978-03-20,1978-03-26
52445,19,1978-03-20,1978-03-26
7922,20,1978-03-20,1978-03-26
8638,23,1978-03-20,1978-03-26
33255,25,1978-03-20,1978-03-26
6981,27,1978-03-20,1978-03-26
11993,33,1978-03-20,1978-03-26
122735,40,1978-03-20,1978-03-26
17499,46,1978-03-20,1978-03-26
501,1,1978-03-27,1978-04-02
504,4,1978-03-27,1978-04-02
499,6,1978-03-27,1978-04-02
52445,20,1978-03-27,1978-04-02
7922,21,1978-03-27,1978-04-02
8638,26,1978-03-27,1978-04-02
6981,32,1978-03-27,1978-04-02
33255,33,1978-03-27,1978-04-02
11993,36,1978-03-27,1978-04-02
122735,41,1978-03-27,1978-04-02
501,1,1978-04-03,1978-04-09
504,3,1978-04-03,1978-04-09
499,5,1978-04-03,1978-04-09
14975,24,1978-04-03,1978-04-09
52445,25,1978-04-03,1978-04-09
7922,26,1978-04-03,1978-04-09
8638,30,1978-04-03,1978-04-09
6981,32,1978-04-03,1978-04-09
11993,36,1978-04-03,1978-04-09
122735,37,1978-04-03,1978-04-09
33255,40,1978-04-03,1978-04-09
27329,44,1978-04-03,1978-04-09
501,1,1978-04-10,1978-04-16
504,3,1978-04-10,1978-04-16
499,4,1978-04-10,1978-04-16
3852,13,1999-01-25,1999-01-31
12082,10,1999-02-15,1999-02-21
3833,3,1999-02-22,1999-02-28
12082,15,1999-02-22,1999-02-28
3840,29,1999-02-22,1999-02-28
3843,44,1999-03-08,1999-03-14
3833,30,1999-03-29,1999-04-04
3866,7,1999-04-26,1999-05-02
22482,44,1999-05-10,1999-05-16
3881,3,1999-05-31,1999-06-06
3881,3,1999-06-07,1999-06-13
2128,24,1990-06-11,1990-06-17
88564,39,1990-07-23,1990-07-29
2106,30,1990-08-06,1990-08-12
2152,13,1990-09-10,1990-09-16
30608,38,1999-11-22,1999-11-28
4031,14,1999-12-06,1999-12-12
179426,47,1999-12-13,1999-12-19
4055,43,2000-01-17,2000-01-23
4118,38,2000-01-24,2000-01-30
4142,27,2000-01-31,2000-02-06
4057,12,2000-02-07,2000-02-13
4142,25,2000-02-07,2000-02-13
4118,49,2000-02-14,2000-02-20
4057,36,2000-02-28,2000-03-05
4289,9,2000-03-20,2000-03-26
17540,50,1988-08-22,1988-08-28
1843,6,1988-09-05,1988-09-11
9808,41,1988-09-26,1988-10-02
8609,19,1988-10-03,1988-10-09
10044,34,1988-11-07,1988-11-13
74867,47,1988-11-07,1988-11-13
8609,28,1988-11-21,1988-11-27
50205,17,1988-11-28,1988-12-04
25997,21,1988-12-19,1988-12-25
82663,45,1990-03-19,1990-03-25
22609,49,1990-03-19,1990-03-25
2087,30,1990-04-16,1990-04-22
2087,43,1990-04-23,1990-04-29
2152,12,1990-09-24,1990-09-30
2127,19,1990-10-22,1990-10-28
18757,49,1990-10-29,1990-11-04
2171,10,1990-11-26,1990-12-02
246381,24,1991-01-07,1991-01-13
23454,13,1991-01-28,1991-02-03
23454,36,1991-03-11,1991-03-17
2227,12,1991-03-18,1991-03-24
2227,15,1991-03-25,1991-03-31
1645746,9,2017-03-31,2017-04-06
1588665,26,2017-03-31,2017-04-06
1645746,10,2017-04-07,2017-04-13
1657085,11,2017-05-05,2017-05-11
1646009,18,2017-05-05,2017-05-11
1645746,19,2017-05-12,2017-05-18
1646009,23,2017-06-09,2017-06-15
1588665,48,2017-06-09,2017-06-15
8605,22,1981-09-21,1981-09-27
53559,44,1981-10-12,1981-10-18
23009,29,1981-10-19,1981-10-25
17501,33,1981-11-02,1981-11-08
15413,7,1981-11-09,1981-11-15
25457,31,1981-11-09,1981-11-15
14972,20,1981-11-16,1981-11-22
760,36,1981-11-16,1981-11-22
99372,41,1981-11-16,1981-11-22
13630,20,1981-11-23,1981-11-29
13630,15,1981-11-30,1981-12-06
15413,8,1981-12-07,1981-12-13
813,1,1981-12-14,1981-12-20
789,4,1981-12-21,1981-12-27
13630,24,1981-12-21,1981-12-27
7323,16,1982-01-04,1982-01-10
155855,46,1982-01-18,1982-01-24
13630,17,1982-01-25,1982-01-31
15353,10,1982-02-01,1982-02-07
13630,18,1982-02-01,1982-02-07
155855,46,1982-02-08,1982-02-14
13630,18,1982-02-15,1982-02-21
813,3,1982-02-22,1982-02-28
7323,4,1982-03-15,1982-03-21
817,2,1982-04-12,1982-04-18
842,10,1982-04-12,1982-04-18
105879,17,1982-04-12,1982-04-18
811,23,1982-04-12,1982-04-18
83132,24,1982-04-12,1982-04-18
15349,41,1982-04-19,1982-04-25
26716,47,1982-04-19,1982-04-25
7333,30,1982-04-26,1982-05-02
6914,33,1982-04-26,1982-05-02
833,3,1982-05-03,1982-05-09
809,2,1982-05-10,1982-05-16
83132,35,1982-05-10,1982-05-16
848,3,1982-05-17,1982-05-23
15453,30,1982-05-24,1982-05-30
31892,8,1990-10-01,1990-10-07
2152,50,1990-11-05,1990-11-11
2227,1,1991-01-28,1991-02-03
53781,42,1991-02-04,1991-02-10
1667542,43,2017-06-16,2017-06-22
1668989,34,2017-06-23,2017-06-29
1646009,39,2017-06-23,2017-06-29
1671245,26,2017-07-07,2017-07-13
1667551,38,2017-07-07,2017-07-13
1665832,19,2017-07-21,2017-07-27
1674829,48,2017-07-21,2017-07-27
1656035,50,2017-08-04,2017-08-10
1668701,21,2017-08-11,2017-08-17
1687160,42,2017-08-25,2017-08-31
1559698,39,2017-09-01,2017-09-07
1668701,31,2017-09-15,2017-09-21
1684482,44,2017-09-29,2017-10-05
1692827,3,2017-10-06,2017-10-12
1687161,36,2017-10-06,2017-10-12
1660856,48,2017-10-06,2017-10-12
1906,26,1989-01-16,1989-01-22
1843,41,1989-01-16,1989-01-22
26037,34,1989-02-06,1989-02-12
8324,27,1989-06-05,1989-06-11
1737496,50,2018-03-02,2018-03-08
1736685,2,2018-03-23,2018-03-29
1736685,5,2018-05-04,2018-05-10
1751102,33,2018-05-04,2018-05-10
1699550,37,2018-05-04,2018-05-10
1756553,1,2018-05-18,2018-05-24
1759680,6,2018-05-18,2018-05-24
1756128,25,2018-05-18,2018-05-24
1758757,44,2018-05-18,2018-05-24
1759680,9,2018-05-25,2018-05-31
1743497,46,2018-05-25,2018-05-31
1746583,20,2018-06-01,2018-06-07
1752136,16,2018-06-15,2018-06-21
1762181,46,2018-06-15,2018-06-21
1759680,29,2018-06-22,2018-06-28
1764871,10,2018-06-29,2018-07-05
1774483,23,2018-06-29,2018-07-05
1736685,50,2018-07-06,2018-07-12
8667,17,1981-03-16,1981-03-22
7219,4,1991-04-29,1991-05-05
99667,33,1991-05-20,1991-05-26
99667,38,1991-06-10,1991-06-16
549043,38,2009-08-21,2009-08-27
571371,20,2009-10-23,2009-10-29
612317,34,2009-10-23,2009-10-29
574251,16,2009-11-06,2009-11-12
626989,18,2009-12-04,2009-12-10
626989,40,2009-12-25,2009-12-31
624628,6,2010-01-01,2010-01-07
642415,12,2010-01-01,2010-01-07
624628,15,2010-01-29,2010-02-04
629901,28,2010-02-12,2010-02-18
548881,46,2010-02-12,2010-02-18
615802,13,2010-02-19,2010-02-25
660660,2,2010-02-26,2010-03-04
667675,28,2010-02-26,2010-03-04
14975,21,1978-04-10,1978-04-16
7922,23,1978-04-10,1978-04-16
52445,28,1978-04-10,1978-04-16
8638,31,1978-04-10,1978-04-16
122735,35,1978-04-10,1978-04-16
6981,37,1978-04-10,1978-04-16
11993,38,1978-04-10,1978-04-16
33255,46,1978-04-10,1978-04-16
501,1,1978-04-17,1978-04-23
504,3,1978-04-17,1978-04-23
499,5,1978-04-17,1978-04-23
14975,17,1978-04-17,1978-04-23
7922,21,1978-04-17,1978-04-23
6981,23,1978-04-17,1978-04-23
8638,27,1978-04-17,1978-04-23
122735,30,1978-04-17,1978-04-23
52445,36,1978-04-17,1978-04-23
25382,22,1978-10-16,1978-10-22
14818,27,1978-10-16,1978-10-22
26097,28,1978-10-16,1978-10-22
501,29,1978-10-16,1978-10-22
539,31,1978-10-16,1978-10-22
7229,40,1978-10-16,1978-10-22
14825,41,1978-10-16,1978-10-22
14824,44,1978-10-16,1978-10-22
14822,50,1978-10-16,1978-10-22
534,11,1978-10-23,1978-10-29
14821,14,1978-10-23,1978-10-29
27520,15,1978-10-23,1978-10-29
26096,16,1978-10-23,1978-10-29
25382,25,1978-10-23,1978-10-29
539,26,1978-10-23,1978-10-29
26097,30,1978-10-23,1978-10-29
14818,33,1978-10-23,1978-10-29
501,34,1978-10-23,1978-10-29
7229,39,1978-10-23,1978-10-29
8637,41,1978-10-23,1978-10-29
550,45,1978-10-23,1978-10-29
534,4,1978-10-30,1978-11-05
27520,12,1978-10-30,1978-11-05
14821,14,1978-10-30,1978-11-05
26096,15,1978-10-30,1978-11-05
539,16,1978-10-30,1978-11-05
26097,21,1978-10-30,1978-11-05
14818,23,1978-10-30,1978-11-05
25382,27,1978-10-30,1978-11-05
550,28,1978-10-30,1978-11-05
17492,30,1978-10-30,1978-11-05
501,33,1978-10-30,1978-11-05
96437,39,1978-10-30,1978-11-05
8637,46,1978-10-30,1978-11-05
7229,49,1978-10-30,1978-11-05
534,6,1978-11-06,1978-11-12
27520,11,1978-11-06,1978-11-12
14821,15,1978-11-06,1978-11-12
26096,17,1978-11-06,1978-11-12
539,18,1978-11-06,1978-11-12
26097,21,1978-11-06,1978-11-12
550,23,1978-11-06,1978-11-12
14818,24,1978-11-06,1978-11-12
17492,25,1978-11-06,1978-11-12
501,33,1978-11-06,1978-11-12
25382,36,1978-11-06,1978-11-12
8637,44,1978-11-06,1978-11-12
96437,45,1978-11-06,1978-11-12
60457,49,1978-11-06,1978-11-12
1692827,6,2017-10-27,2017-11-02
1701336,18,2017-10-27,2017-11-02
1684482,38,2017-10-27,2017-11-02
1703041,42,2017-11-03,2017-11-09
1684482,44,2017-11-17,2017-11-23
1711843,44,2017-11-24,2017-11-30
1712372,7,2017-12-01,2017-12-07
1692562,28,2017-12-01,2017-12-07
1699550,2,2017-12-22,2017-12-28
1721762,12,2018-01-19,2018-01-25
1726869,24,2018-01-19,2018-01-25
1688674,50,2018-02-16,2018-02-22
284613,26,2008-02-08,2008-02-14
408910,8,2008-02-15,2008-02-21
414882,45,2008-02-15,2008-02-21
422464,5,2008-03-07,2008-03-13
427380,18,2008-03-14,2008-03-20
283118,31,2008-04-04,2008-04-10
335445,18,2008-04-18,2008-04-24
376465,13,2008-05-02,2008-05-08
400295,48,2008-05-02,2008-05-08
424379,21,2008-05-09,2008-05-15
376465,16,2008-05-23,2008-05-29
335448,5,2008-06-20,2008-06-26
464071,39,2008-06-20,2008-06-26
25996,47,1981-06-01,1981-06-07
17501,4,1981-07-06,1981-07-12
160211,45,1981-08-17,1981-08-23
1378916,16,2015-03-06,2015-03-12
335448,45,2008-11-07,2008-11-13
516509,9,2008-11-14,2008-11-20
481306,28,2008-11-14,2008-11-20
472424,25,2008-11-21,2008-11-27
531037,27,2008-11-28,2008-12-04
534019,14,2008-12-05,2008-12-11
528379,11,2008-12-12,2008-12-18
520718,41,2009-02-20,2009-02-26
549043,2,2009-03-13,2009-03-19
550593,24,2009-03-20,2009-03-26
559980,38,2009-03-20,2009-03-26
548881,24,2009-03-27,2009-04-02
522889,36,2009-04-03,2009-04-09
529077,38,2009-04-03,2009-04-09
515523,18,2009-04-10,2009-04-16
498667,10,2009-04-17,2009-04-23
470326,30,2009-04-24,2009-04-30
665166,5,2010-03-05,2010-03-11
558907,40,2010-03-12,2010-03-18
664133,39,2010-03-19,2010-03-25
574251,47,2010-04-02,2010-04-08
665166,4,2010-04-16,2010-04-22
638437,35,2010-04-16,2010-04-22
638552,21,2010-04-23,2010-04-29
574251,38,2010-06-04,2010-06-10
625485,33,2010-06-11,2010-06-17
1060330,3,2012-11-02,2012-11-08
1069579,13,2012-11-02,2012-11-08
1073557,45,2012-11-02,2012-11-08
1069579,16,2012-11-09,2012-11-15
1068466,33,2012-11-09,2012-11-15
1043949,40,2012-11-23,2012-11-29
1005616,25,2012-12-14,2012-12-20
1090666,27,2012-12-14,2012-12-20
1094977,33,2012-12-21,2012-12-27
1025874,21,2013-01-04,2013-01-10
1090002,24,2013-01-04,2013-01-10
1060330,13,2013-01-11,2013-01-17
977738,42,2013-01-18,2013-01-24
1067259,47,2013-02-01,2013-02-07
1106535,27,2013-02-15,2013-02-21
729580,45,2013-02-15,2013-02-21
1100645,33,2013-02-22,2013-02-28
1114445,47,2013-02-22,2013-02-28
1113471,18,2013-03-01,2013-03-07
1043927,27,2013-03-01,2013-03-07
1060330,39,2013-03-01,2013-03-07
